institution,slug,country,continent,repository_code,saint_etienne_detail_url,archive_type,external_url,website_available,content_available_in_source
Cinémathèque de Saint-Étienne,cin-math-que-de-saint-tienne,France,Europe,FR-CINEMATHEQUE-SAINT-ETIENNE,https://cinematheque.saint-etienne.fr/Default/contenu-collections-test.aspx,Municipal cinematheque and regional film archive,https://cinematheque.saint-etienne.fr/,True,True
