tema,tipo_institucional,total
Comunicação institucional,Institutional audiovisual archive,19
Visita e descoberta do arquivo,Institutional audiovisual archive,17
Apresentação institucional,Institutional audiovisual archive,5
Formação e mediação,Institutional audiovisual archive,5
Coleções e serviços,Institutional audiovisual archive,4
Exposições e eventos,Institutional audiovisual archive,4
Preservação e conservação,Institutional audiovisual archive,2
Acervo e patrimônio,Institutional audiovisual archive,1
"Memória, narrativa e testemunho",Institutional audiovisual archive,1
