dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
cinememoire,cinememoire:2026-07-07T12:58:52Z,2026-07-07T12:58:53Z,,scripts/run_cinememoire_pipeline.py,Cinémémoire,cin-m-moire,FR-CINEMEMOIRE,France,Europe,Institutional amateur and family film archive,True,https://cinememoire.net/recherche-simple,cinememoire.net,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Acesso aberto em arquivo audiovisual institucional,20,20,27,https://cinememoire.net/recherche-simple
