dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
czech-television,czech-television:2026-07-07T18:41:29Z,2026-07-07T18:41:29Z,,scripts/run_czech_television_pipeline.py,Czech Television,czech-television,CZ-CT,Czech Republic,Europe,Public service broadcaster digital video archive,True,https://www.ceskatelevize.cz/ivysilani/,ceskatelevize.cz,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Acesso aberto em plataforma pública de televisão,10,10,19,https://www.ceskatelevize.cz/ivysilani/kategorie/4029-kultura/katalog/
