institution,slug,country,continent,repository_code,archive_type,ert_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,archive.ert.gr,ok,200,integro,https://archive.ert.gr/,28456,28456,387,False,"Corpus ERT incorporado pela API pública WordPress do ERT Archive. Coleções sem imagem em movimento ficam fora do escopo da coleta. Páginas API lidas: 383 de 383. Páginas recuperadas por fallback HTML público: 5. Fallbacks metodológicos: página 2: JSON com conteúdo inválido; fallback HTML público aplicado | página 88: JSON com conteúdo inválido; fallback HTML público aplicado | página 124: JSON com conteúdo inválido; fallback HTML público aplicado | página 147: JSON com conteúdo inválido; fallback HTML público aplicado | página 309: JSON com conteúdo inválido; fallback HTML público aplicado.",,28456,28456,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Arquivo televisivo público em site institucional,Acesso aberto em site institucional de televisão pública
