institution,slug,country,continent,repository_code,dff_detail_url,archive_type,external_url,website_available,content_available_in_source
DFF - Deutsches Filminstitut & Filmmuseum,dff-deutsches-filminstitut-filmmuseum,Germany,Europe,DE-DFF,https://www.filmportal.de/videos,Film institute and museum with public film portal,https://www.dff.film/en/,True,True
