institution,slug,country,continent,repository_code,autrefois_detail_url,archive_type,external_url,website_available,content_available_in_source
Fondation Autrefois Genève,fondation-autrefois-gen-ve,Switzerland,Europe,CH-AUTREFOIS-GENEVE,https://www.autrefoisgeneve.ch/,Institutional audiovisual archive,https://www.autrefoisgeneve.ch/,True,True
