dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
filmoteca-vasca,filmoteca-vasca:2026-07-15T18:22:58Z,2026-07-15T18:22:58Z,,scripts/run_filmoteca_vasca_pipeline.py,Filmoteca Vasca,filmoteca-vasca,ES-PV-FILMOTECA-VASCA,Spain,Europe,Film archive with public multimedia collection,True,https://filmoteka.eus/es/coleccion/multimedia,filmoteka.eus,ok,200,ok,Indisponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,149,248,288,https://filmoteka.eus/es/coleccion/multimedia
filmoteca-vasca,filmoteca-vasca:2026-07-15T18:25:59Z,2026-07-15T18:25:59Z,,scripts/run_filmoteca_vasca_pipeline.py,Filmoteca Vasca,filmoteca-vasca,ES-PV-FILMOTECA-VASCA,Spain,Europe,Film archive with public multimedia collection,True,https://filmoteka.eus/es/coleccion/multimedia,filmoteka.eus,ok,200,ok,Indisponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,149,248,288,https://filmoteka.eus/es/coleccion/multimedia
filmoteca-vasca,filmoteca-vasca:2026-07-15T18:32:49Z,2026-07-15T18:32:49Z,,scripts/run_filmoteca_vasca_pipeline.py,Filmoteca Vasca,filmoteca-vasca,ES-PV-FILMOTECA-VASCA,Spain,Europe,Film archive with public multimedia collection,True,https://filmoteka.eus/es/coleccion/multimedia,filmoteka.eus,ok,200,ok,Indisponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,149,248,288,https://filmoteka.eus/es/coleccion/multimedia
