institution,slug,country,continent,repository_code,archive_type,filmoteca_valenciana_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,final_url,video_links_found,video_links_found_total,internal_pages_checked,candidate_internal_pages,embedded_signals,embedded_video_signals_total,integrity_status,priority_review,collection_complete,collection_completeness,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
Filmoteca Valenciana,filmoteca-valenciana,Spain,Europe,ES-VC-FILMOTECA-VALENCIANA,Film archive with public restored-film streaming subset and larger restricted catalogue,https://ivc.gva.es/es/audiovisuales/la-filmoteca-es,True,True,https://www.restauracionesfilmoteca.com/,restauracionesfilmoteca.com,ok,200,https://www.restauracionesfilmoteca.com/inicio/,70,70,78,78,70,70,integro,False,True,recorte público de restaurações com Vimeo completo no momento da coleta,"O corpus representa o subsite público de restaurações com player Vimeo, não o catálogo integral da Filmoteca Valenciana/IVC. O catálogo geral e pedidos de visionamento/cópia permanecem como acesso institucional condicionado.",,70,70,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Plataforma externa de vídeo,Acesso por plataforma externa
