institution,slug,country,continent,repository_code,bfi_detail_url,archive_type,external_url,website_available,content_available_in_source
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,https://www.bfi.org.uk/bfi-national-archive,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True
