institution,slug,country,continent,repository_code,fina_detail_url,archive_type,external_url,website_available,content_available_in_source
Filmoteka Narodowa - Instytut Audiowizualny,filmoteka-narodowa-instytut-audiowizualny,Poland,Europe,PL-FINA,https://www.fina.gov.pl/,National film and audiovisual archive with public Ninateka VOD platform,https://ninateka.pl/ogladaj,True,True
