dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
cpsa,cpsa:2026-07-06T14:51:01Z,2026-07-06T14:51:01Z,,2026-07-06T14:51:01Z,2026-07-06T14:51:01Z,scripts/run_cpsa_pipeline.py,1,1,0,0,0,1,0,1,0,0
cpsa,cpsa:2026-07-06T14:53:28Z,2026-07-06T14:53:28Z,,2026-07-06T14:53:28Z,2026-07-06T14:53:27Z,scripts/run_cpsa_pipeline.py,1,1,1,23,23,1,1,1,1,1
cpsa,cpsa:2026-07-06T15:00:33Z,2026-07-06T15:00:33Z,,2026-07-06T15:00:33Z,2026-07-06T15:00:33Z,scripts/run_cpsa_pipeline.py,1,1,1,23,23,1,1,1,1,1
