institution,slug,country,continent,repository_code,archive_type,cpsa_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
Cinémathèque des Pays de Savoie et de l'Ain,cin-math-que-des-pays-de-savoie-et-de-l-ain,France,Europe,FR-CPSA,Regional audiovisual and amateur film archive,https://www.letelepherique.org/,True,True,https://www.letelepherique.org/le-catalogue-des-collections-527-0-0-0.html,letelepherique.org,ok,200,integro,https://www.letelepherique.org/le-catalogue-des-collections-527-0-0-0.html,23,20,24,False,"Corpus incorporado pelo recorte público `Le Catalogue des Collections` da Cinémathèque des Pays de Savoie et de l'Ain. O site declara 1593 filmes em 133 páginas. O MVP materializa 23 fichas em até 2 páginas e enriquece até 20 fichas detalhadas, sem baixar mídia e sem afirmar cobertura total do acervo preservado.",,23,23,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Arquivo audiovisual institucional,Acesso aberto em arquivo audiovisual institucional
