institution,slug,country,continent,repository_code,bnfa_detail_url,archive_type,external_url,website_available,content_available_in_source
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,http://bnf.bg/,National film archive,https://www.europeanfilmgateway.eu/search-efg/bnfa,True,True
