institution,slug,country,continent,repository_code,cinematheque_bretagne_detail_url,archive_type,external_url,website_available,content_available_in_source
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,https://www.cinematheque-bretagne.bzh/,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,True,True
