institution,slug,country,continent,repository_code,cineam_detail_url,archive_type,external_url,website_available,content_available_in_source
CINÉAM,cineam,France,Europe,FR-CINEAM,https://www.cineam.asso.fr/,Institutional amateur film and audiovisual archive,https://www.cineam.asso.fr/exploration-905-0-0-0.html,True,True
