dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
iam,iam:2026-06-11T17:34:14Z,2026-06-11T17:34:14Z,,scripts/run_iam_pipeline.py,Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,MC-IAM,Monaco,Europe,Institutional audiovisual archive,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,institut-audiovisuel.mc,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Outra forma pública de acesso,173,139,178,https://institut-audiovisuel.mc/wp-json/wp/v2/medias
iam,iam:2026-06-11T17:41:35Z,2026-06-11T17:41:35Z,,scripts/run_iam_pipeline.py,Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,MC-IAM,Monaco,Europe,Institutional audiovisual archive,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,institut-audiovisuel.mc,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Outra forma pública de acesso,173,139,178,https://institut-audiovisuel.mc/wp-json/wp/v2/medias
