institution,slug,country,continent,repository_code,archive_type,filmoteca_catalunya_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
Filmoteca de Catalunya,filmoteca-catalunya,Spain,Europe,ES-CT-FILMOTECA-CATALUNYA,Film archive with restricted institutional catalogue and public PLATFO FILMO subset,https://www.filmoteca.cat/web/es/coleccion-filmica,True,True,https://filmo.platfo.es/pages/home,filmo.platfo.es,ok,200,integro,https://galgo-filmoteca.galgo.tv/search?copyright=205985&version=2&image-format=webp&size=10000&page=1,10,10,4,False,"PLATFO materializou 10 registros públicos de metadados com titularidade Filmoteca de Catalunya. Regime de acesso observado: register. O corpus representa o recorte público PLATFO FILMO da Filmoteca de Catalunya, não a totalidade do acervo físico, nem o catálogo institucional completo, que permanece de acesso restrito/local.",,10,10,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Streaming com login/cadastro obrigatório,Acesso autenticado em plataforma televisiva pública
