dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
ccma,ccma:2026-07-07T13:14:44Z,2026-07-07T13:14:44Z,,scripts/run_ccma_pipeline.py,Corporació Catalana de Mitjans Audiovisuals (CCMA) / 3Cat,ccma-3cat,ES-CCMA,Spain,Europe,Public service broadcaster digital video archive,True,https://www.3cat.cat/3cat/,3cat.cat,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Outra forma pública de acesso,16,14,21,https://api.3cat.cat/cercador/tot?_format=json&text=Descobreix+l%27arxiu+de+TV3&tipologia=DTY_VIDEO_MM&items_pagina=12&pagina=1&sdom=img&version=2.0&cache=180&https=true&master=yes
ccma,ccma:2026-07-07T13:15:23Z,2026-07-07T13:15:23Z,,scripts/run_ccma_pipeline.py,Corporació Catalana de Mitjans Audiovisuals (CCMA) / 3Cat,ccma-3cat,ES-CCMA,Spain,Europe,Public service broadcaster digital video archive,True,https://www.3cat.cat/3cat/,3cat.cat,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Outra forma pública de acesso,16,14,21,https://api.3cat.cat/cercador/tot?_format=json&text=Descobreix+l%27arxiu+de+TV3&tipologia=DTY_VIDEO_MM&items_pagina=12&pagina=1&sdom=img&version=2.0&cache=180&https=true&master=yes
