dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
iam,iam:2026-06-11T17:34:14Z,2026-06-11T17:34:14Z,,2026-06-11T17:34:14Z,2026-06-11T17:34:14Z,scripts/run_iam_pipeline.py,1,1,1,173,173,1,4,1,1,1
iam,iam:2026-06-11T17:41:35Z,2026-06-11T17:41:35Z,,2026-06-11T17:41:35Z,2026-06-11T17:41:35Z,scripts/run_iam_pipeline.py,1,1,1,173,173,1,4,1,1,1
