institution,slug,country,continent,repository_code,archive_type,dr_detail_url,content_available_in_source,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fden-gode-den-onde-og-den-virkli-sjove_436991,ok,200,0,0,Página de série DRTV/Gensyn `/serie/den-gode-den-onde-og-den-virkli-sjove_436991` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fsonja-paa-bornholm_587372,ok,200,0,0,Página de série DRTV/Gensyn `/serie/sonja-paa-bornholm_587372` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fhovedbanegaarden_594307,ok,200,0,0,Página de série DRTV/Gensyn `/serie/hovedbanegaarden_594307` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fjazzhus-montmartre_454096,ok,200,0,0,Página de série DRTV/Gensyn `/serie/jazzhus-montmartre_454096` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fhenover-midten_597759,ok,200,0,0,Página de série DRTV/Gensyn `/serie/henover-midten_597759` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fmorten-og-broen_591614,ok,200,0,0,Página de série DRTV/Gensyn `/serie/morten-og-broen_591614` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fcirkus-dannebrog_531447,ok,200,0,0,Página de série DRTV/Gensyn `/serie/cirkus-dannebrog_531447` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fludo_434139,ok,200,0,0,Página de série DRTV/Gensyn `/serie/ludo_434139` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fhemmelig-sommer_453433,ok,200,0,0,Página de série DRTV/Gensyn `/serie/hemmelig-sommer_453433` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fkroeniken_492852,ok,200,0,0,Página de série DRTV/Gensyn `/serie/kroeniken_492852` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fanton-_-min-hemmelige-ven_594315,ok,200,0,0,Página de série DRTV/Gensyn `/serie/anton-_-min-hemmelige-ven_594315` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fkatedralen-1z_584395,ok,200,0,0,Página de série DRTV/Gensyn `/serie/katedralen-1z_584395` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fsommerferie_527063,ok,200,0,0,Página de série DRTV/Gensyn `/serie/sommerferie_527063` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fsommermagasinet_525687,ok,200,0,0,Página de série DRTV/Gensyn `/serie/sommermagasinet_525687` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fpaa-hesteryg-i-jylland_525675,ok,200,0,0,Página de série DRTV/Gensyn `/serie/paa-hesteryg-i-jylland_525675` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fguldregn_428408,ok,200,0,0,Página de série DRTV/Gensyn `/serie/guldregn_428408` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fsol-og-strand_474893,ok,200,0,0,Página de série DRTV/Gensyn `/serie/sol-og-strand_474893` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fys-fantom-farmor_147619,ok,200,0,0,Página de série DRTV/Gensyn `/serie/ys-fantom-farmor_147619` sondada para materializar episódios.,
DR - Danmarks Radio,dr-danmarks-radio,Denmark,Europe,DK-DR,Public service broadcaster audiovisual archive with authenticated streaming,https://www.dr.dk/drtv/gensyn,True,True,https://www.dr.dk/drtv/gensyn,https://prod95-cdn.dr-massive.com/api/page?path=%2Fserie%2Fstine-anders-og-jeanette_453286,ok,200,0,0,Página de série DRTV/Gensyn `/serie/stine-anders-og-jeanette_453286` sondada para materializar episódios.,
