institution,slug,country,continent,repository_code,archive_type,filmarchiv_austria_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,filmarchiv.at,ok,200,integro,https://www.filmarchiv.at/de/filmarchiv-on,529,529,530,False,"Filmarchiv ON materializou 529 páginas públicas de vídeo nesta rodada. Categorias internas detectadas: Filmgeschichte Österreich, Historische Filmdokumente. O corpus representa a superfície online pública Filmarchiv ON, não o acervo físico total do Filmarchiv Austria.",,529,529,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Streaming audiovisual institucional público,Acesso aberto em streaming audiovisual institucional
