institution,slug,country,continent,repository_code,anf_detail_url,archive_type,external_url,website_available,content_available_in_source
Arhiva Nationala de Filme - Cinemateca Romana,arhiva-nationala-de-filme-cinemateca-romana,Romania,Europe,RO-ANF,http://www.anf-cinemateca.ro/,Institutional film archive,https://eventbook.ro/program/cinemateca-online,True,True
