dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
cinematheque_francaise,cinematheque_francaise:2026-07-06T15:15:21Z,2026-07-06T15:15:21Z,,2026-07-06T15:15:21Z,2026-07-06T15:15:20Z,scripts/run_cinematheque_francaise_pipeline.py,1,1,1,255,255,1,1,1,1,1
cinematheque_francaise,cinematheque_francaise:2026-07-06T15:15:43Z,2026-07-06T15:15:43Z,,2026-07-06T15:15:43Z,2026-07-06T15:15:43Z,scripts/run_cinematheque_francaise_pipeline.py,1,1,1,255,255,1,1,1,1,1
