dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
aamod,aamod:2026-05-29T17:26:42Z,2026-05-29T17:26:42Z,,2026-05-29T17:26:42Z,2026-05-29T17:26:42Z,scripts/run_aamod_pipeline.py,1,1,1,6,6,1,2,1,2,1
aamod,aamod:2026-05-29T17:29:11Z,2026-05-29T17:29:11Z,,2026-05-29T17:29:11Z,2026-05-29T17:29:10Z,scripts/run_aamod_pipeline.py,1,1,1,6,6,1,2,1,2,1
aamod,aamod:2026-05-29T17:35:36Z,2026-05-29T17:35:36Z,,2026-05-29T17:35:36Z,2026-05-29T17:35:36Z,scripts/run_aamod_pipeline.py,1,1,1,6,6,1,2,1,2,1
aamod,aamod:2026-05-29T17:36:25Z,2026-05-29T17:36:25Z,,2026-05-29T17:36:25Z,2026-05-29T17:36:25Z,scripts/run_aamod_pipeline.py,1,1,1,6,6,1,2,1,2,1
aamod,aamod:2026-05-29T17:38:20Z,2026-05-29T17:38:20Z,,2026-05-29T17:38:20Z,2026-05-29T17:38:20Z,scripts/run_aamod_pipeline.py,1,1,1,6,6,1,2,1,2,1
