institution,slug,country,continent,repository_code,ccma_detail_url,archive_type,external_url,website_available,content_available_in_source
Corporació Catalana de Mitjans Audiovisuals (CCMA) / 3Cat,ccma-3cat,Spain,Europe,ES-CCMA,https://www.3cat.cat/3cat/,Public service broadcaster digital video archive,https://www.3cat.cat/3cat/,True,True
