institution,slug,country,continent,repository_code,archive_type,bbc_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
BBC Archive,bbc-archive,United Kingdom,Europe,GB-BBC-ARCHIVE,Broadcast audiovisual archive,https://www.bbc.co.uk/archive,True,True,https://www.bbc.co.uk/topics/c01yxyz46myt,bbc.co.uk,ok,200,integro,https://www.bbc.co.uk/topics/c01yxyz46myt,817,817,48,baixa,"Corpus institucional incorporado pelo tópico público BBC Archive (`/topics/c01yxyz46myt`). A rodada percorreu 42 páginas públicas e materializou 817 registros rotulados como vídeo. O recorte não equivale ao acervo total da BBC, ao Archive Search, ao BBC Rewind geobloqueado ou a serviços com registro/licença.",,817,817,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Arquivo televisivo público curado,Acesso aberto em arquivo televisivo público curado
