institution,slug,country,continent,repository_code,archive_type,dff_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
DFF - Deutsches Filminstitut & Filmmuseum,dff-deutsches-filminstitut-filmmuseum,Germany,Europe,DE-DFF,Film institute and museum with public film portal,https://www.filmportal.de/videos,True,True,https://www.filmportal.de/videos,filmportal.de,ok,200,integro,https://www.filmportal.de/videos,32,32,38,baixa,"Corpus institucional incorporado por rota pública do filmportal.de, plataforma digital vinculada ao DFF. A interface declarou 6771 vídeos e o MVP materializou 32 fichas nas primeiras 2 páginas da listagem pública. Não é o acervo integral do DFF, não é o Bestandskatalog completo e não baixa mídia.",,32,32,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Arquivo cinematográfico público em filmportal.de,Acesso aberto em plataforma pública de filmografia e vídeo
