institution,slug,country,continent,repository_code,archipop_detail_url,archive_type,external_url,website_available,content_available_in_source
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,https://archipop.org/,Institutional audiovisual archive,https://lesfilms.archipop.org/,True,True
