institution,slug,country,continent,repository_code,archive_type,csc_cineteca_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=lWjqYgPWetI,"Il trailer del film “Glauber, Claro” dell’ex allievo del CSC César Meneghetti (2020)",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Il trailer del film “Glauber, Claro” dell’ex allievo del CSC César Meneghetti (2020) SHARE | player público: https://www.youtube.com/watch?v=lWjqYgPWetI",2020-10-22
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=DwUUWCL0KME,"La presentazione alla casa del Cinema dei numeri di ""Bianco e nero"" dedicati a Monicelli e Lizzani",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | La presentazione alla casa del Cinema dei numeri di “Bianco e nero” dedicati a Monicelli e Lizzani SHARE | player público: https://www.youtube.com/watch?v=DwUUWCL0KME,2020-10-07
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=PIE2PSDhE0A,Ritratti e Autoritratti - il libro di Felice Laudadio presentato alla Casa del Cinema,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Ritratti e Autoritratti – il libro di Felice Laudadio presentato alla Casa del Cinema SHARE | player público: https://www.youtube.com/watch?v=PIE2PSDhE0A,2020-10-05
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=hqsToUCzrEg,"Presentato alla Casa del Cinema il libro ""Alberto Sordi"" edito da CSC ed Edizioni Sabinae",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Presentato alla Casa del Cinema il libro “Alberto Sordi” edito da CSC ed Edizioni Sabinae SHARE | player público: https://www.youtube.com/watch?v=hqsToUCzrEg,2020-07-29
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=tcw0TOk70Es,Massimo Cantini Parrini a Santa Croce in Gerusalemme,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Massimo Cantini Parrini a Santa Croce in Gerusalemme SHARE | player público: https://www.youtube.com/watch?v=tcw0TOk70Es,2020-07-16
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=lYWvY6i0My4,20 Dicembre 2015: il CSC premia Ennio Morricone,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | 20 Dicembre 2015: il CSC premia Ennio Morricone SHARE | player público: https://www.youtube.com/watch?v=lYWvY6i0My4,2020-07-06
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=-HTuuSHA0Ck,Cinema Trevi 2017. Felice Laudadio consegna a Ennio Morricone il premio Cicognini,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Cinema Trevi 2017. Felice Laudadio consegna a Ennio Morricone il premio Cicognini SHARE | player público: https://www.youtube.com/watch?v=-HTuuSHA0Ck,2020-07-06
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=b_hOCKXduys,In occasione degli 80 anni di Vittorio Storaro pubblichiamo queste sue riflessioni sul restauro cinematografico,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | In occasione degli 80 anni di Vittorio Storaro pubblichiamo queste sue riflessioni sul restauro cinematografico SHARE | player público: https://www.youtube.com/watch?v=b_hOCKXduys,2020-06-24
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=rY_hY3HbDZ8,"In ricordo di Amedeo Nazzari, a quarant’anni dalla scomparsa, proponiamo un'intervista alla figlia Evelina Nazzari",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | In ricordo di Amedeo Nazzari, a quarant’anni dalla scomparsa, proponiamo un’intervista alla figlia Evelina Nazzari SHARE | player público: https://www.youtube.com/watch?v=rY_hY3HbDZ8",2020-06-22
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=aByWAVV9yLU,Giancarlo Giannini e il CSC,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Giancarlo Giannini e il CSC SHARE | player público: https://www.youtube.com/watch?v=aByWAVV9yLU,2020-06-08
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=-UFb3jLTlvE,"In occasione del trionfo ai David di Donatello de Il traditore di Marco Bellocchio, vi riproponiamo l'incontro con il regista (ex allievo CSC!) svoltosi all'Istituto Ferrari di Roma il 30 gennaio 2020",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | In occasione del trionfo ai David di Donatello de Il traditore di Marco Bellocchio, vi riproponiamo l’incontro con il regista (ex allievo CSC!) svoltosi all’Istituto Ferrari di Roma il 30 gennaio 2020 SHARE | player público: https://www.youtube.com/watch?v=-UFb3jLTlvE",2020-05-12
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=3xqf_w9u_P0,"In occasione del trionfo de ""Il traditore"" ai David di Donatello 2020 riproponiamo il conferimento del diploma honoris causa del CSC a Pierfrancesco Favino",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | In occasione del trionfo de “Il traditore” ai David di Donatello 2020 riproponiamo il conferimento del diploma honoris causa del CSC a Pierfrancesco Favino SHARE | player público: https://www.youtube.com/watch?v=3xqf_w9u_P0,2020-05-09
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=FIPUUwoEcqI,"In occasione del trionfo de ""Il traditore"" ai David di Donatello 2020 riproponiamo uno scambio tra Bellocchio e Camilleri sui tempi di scuola al centro",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | In occasione del trionfo de “Il traditore” ai David di Donatello 2020 riproponiamo uno scambio tra Bellocchio e Camilleri sui tempi di scuola al centro SHARE | player público: https://www.youtube.com/watch?v=FIPUUwoEcqI,2020-05-09
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=no9HnD-rNO0,"CSC e Jazz alla Casa del Cinema: ""Cocktail Bar-Storie Jazz di Roma, di Note, di Amori"". Film e musica dal vivo",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | CSC e Jazz alla Casa del Cinema: “Cocktail Bar-Storie Jazz di Roma, di Note, di Amori”. Film e musica dal vivo SHARE | player público: https://www.youtube.com/watch?v=no9HnD-rNO0",2020-05-04
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=A4maB6aQmlA,Fausto Brizzi e Gianni Zanasi alla Casa del Cinema,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Fausto Brizzi e Gianni Zanasi alla Casa del Cinema SHARE | player público: https://www.youtube.com/watch?v=A4maB6aQmlA,2020-05-04
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=gfg36OcIwfA,Intervista a Roberto Perpignani,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Intervista a Roberto Perpignani SHARE | player público: https://www.youtube.com/watch?v=gfg36OcIwfA,2020-05-04
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=ckR67ROF4GQ,Maurizio Forestieri: l'eccellenza italiana nel Cinema di Animazione inizia dal CSC,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Maurizio Forestieri: l’eccellenza italiana nel Cinema di Animazione inizia dal CSC SHARE | player público: https://www.youtube.com/watch?v=ckR67ROF4GQ,2020-05-04
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=AXYabSXNJ9w,"Ci ha lasciati il regista Claudio Risi. In suo ricordo qui un suo incontro al cinema Trevi nel 2015, insieme al fratello Marco",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Ci ha lasciati il regista Claudio Risi. In suo ricordo qui un suo incontro al cinema Trevi nel 2015, insieme al fratello Marco SHARE | player público: https://www.youtube.com/watch?v=AXYabSXNJ9w",2020-04-27
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=ipzbxN-i_rg,"Beppe Lanci: al Centro Sperimentale, prima o poi, si torna",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Beppe Lanci: al Centro Sperimentale, prima o poi, si torna SHARE | player público: https://www.youtube.com/watch?v=ipzbxN-i_rg",2020-04-24
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=A8tsQ7-H2ZM,"Intervista ad Andrea Cavalletto, David di Donatello per il costume, ex allievo del grande Piero Tosi al CSC",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Intervista ad Andrea Cavalletto, David di Donatello per il costume, ex allievo del grande Piero Tosi al CSC SHARE | player público: https://www.youtube.com/watch?v=A8tsQ7-H2ZM",2020-04-22
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=aAJocyybeVQ,DIRETTA WEB DALLA CASA DEL CINEMA: Presentazione del Portale del cinema muto,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | DIRETTA WEB DALLA CASA DEL CINEMA: Presentazione del Portale del cinema muto SHARE | player público: https://www.youtube.com/watch?v=aAJocyybeVQ,2020-04-20
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=4q1NNLWCtNo,"Francesca Amitrano, autrice della fotografia, racconta il suo CSC",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Francesca Amitrano, autrice della fotografia, racconta il suo CSC SHARE | player público: https://www.youtube.com/watch?v=4q1NNLWCtNo",2020-04-20
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=WIiMl-W-Plk,"Maurizio Nichetti: attore, pubblicitario, direttore artistico della Sede Lombardia del CSC",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Maurizio Nichetti: attore, pubblicitario, direttore artistico della Sede Lombardia del CSC SHARE | player público: https://www.youtube.com/watch?v=WIiMl-W-Plk",2020-04-16
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=HKV9v9gqpc8,Daniele Luchetti e il CSC,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Daniele Luchetti e il CSC SHARE | player público: https://www.youtube.com/watch?v=HKV9v9gqpc8,2020-04-15
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=4QqCBby92Rw,"Incontro con Mario Monicelli, Suso Cecchi D'Amico, Francesco Rosi e Gillo Pontecorvo (2004)",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Incontro con Mario Monicelli, Suso Cecchi D’Amico, Francesco Rosi e Gillo Pontecorvo (2004) SHARE | player público: https://www.youtube.com/watch?v=4QqCBby92Rw",2020-04-15
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=MM9h88NwQZA,"Melania Mazzucco: pagine di cinema, pagine di narrativa, partendo dal Centro Sperimentale",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Melania Mazzucco: pagine di cinema, pagine di narrativa, partendo dal Centro Sperimentale SHARE | player público: https://www.youtube.com/watch?v=MM9h88NwQZA",2020-04-15
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=-MelGbZJQDQ,"Nicola Giuliano: io, il CSC e Sorrentino",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Nicola Giuliano: io, il CSC e Sorrentino SHARE | player público: https://www.youtube.com/watch?v=-MelGbZJQDQ",2020-04-15
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=E5Ezht1Czpk,Susanna Tamaro: dal CSC alla narrativa italiana,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Susanna Tamaro: dal CSC alla narrativa italiana SHARE | player público: https://www.youtube.com/watch?v=E5Ezht1Czpk,2020-04-15
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=0b_R_ecKzAc,Umberto Lenzi: dal CSC a Tarantino,Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Umberto Lenzi: dal CSC a Tarantino SHARE | player público: https://www.youtube.com/watch?v=0b_R_ecKzAc,2020-04-15
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=JnT7OHXf_KU,"Fernando Birri: io, il Cinema, la rivoluzione",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Fernando Birri: io, il Cinema, la rivoluzione SHARE | player público: https://www.youtube.com/watch?v=JnT7OHXf_KU",2020-04-02
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=h96XX49uVrs,"Alberto Anile, Felice Laudadio, Walter Veltroni e Carlo Verdone presentano ""Sordi segreto""",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Alberto Anile, Felice Laudadio, Walter Veltroni e Carlo Verdone presentano “Sordi segreto” SHARE | player público: https://www.youtube.com/watch?v=h96XX49uVrs",2020-03-31
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=DQ-PsqfHoZw&t=245s,"Intervista a Carlo Verdone per ""Buon compleanno CSC""",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Intervista a Carlo Verdone per “Buon compleanno CSC” SHARE | player público: https://www.youtube.com/watch?v=DQ-PsqfHoZw&t=245s,2020-03-31
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=hlRk6CfygYA,"Ennio Morricone incontra gli allievi del CSC, masterclass 1988",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Ennio Morricone incontra gli allievi del CSC, masterclass 1988 SHARE | player público: https://www.youtube.com/watch?v=hlRk6CfygYA",2020-03-24
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=cIVS9LYC_p0,Gillo Pontecorvo incontra gli allievi del CSC (1988),Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Gillo Pontecorvo incontra gli allievi del CSC (1988) SHARE | player público: https://www.youtube.com/watch?v=cIVS9LYC_p0,2020-03-23
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=2FjwpgV5ceQ,Nino Baragli incontra gli allievi del CSC (1988),Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Nino Baragli incontra gli allievi del CSC (1988) SHARE | player público: https://www.youtube.com/watch?v=2FjwpgV5ceQ,2020-03-23
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=DOVH9Rb7hhE,Sergio Leone incontra gli allievi del CSC (1988),Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Sergio Leone incontra gli allievi del CSC (1988) SHARE | player público: https://www.youtube.com/watch?v=DOVH9Rb7hhE,2020-03-23
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=h-QR5EyVnKA,"Piero Tosi, al CSC, racconta la sua complicata collaborazione con Federico Fellini",Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,"Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Proponiamo dai nostri archivi un filmato in cui il sommo costumista Piero Tosi, che ha insegnato per decenni al CSC, ricorda la sua difficile collaborazione con Fellini | player público: https://www.youtube.com/watch?v=h-QR5EyVnKA",2020-03-15
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,National film archive with public video catalog,https://www.fondazionecsc.it/cineteca-nazionale/,True,True,https://www.fondazionecsc.it/video-cineteca/,YouTube,https://www.youtube.com/watch?v=xC0_m69qz4Y,Monica Vitti incontra gli allievi del CSC (1988),Catalogo video della Cineteca Nazionale; cinema; patrimônio fílmico,Ficha pública do Catalogo video da Cineteca Nazionale/CSC. | Monica Vitti incontra gli allievi del CSC (1988) SHARE | player público: https://www.youtube.com/watch?v=xC0_m69qz4Y,2020-03-13
