tema,plataforma,total
"Território, cidade e cotidiano",Institut audiovisuel de Monaco,77
"Cultura, artes e espetáculos",Institut audiovisuel de Monaco,34
Esporte e automobilismo,Institut audiovisuel de Monaco,32
Vida pública e política,Institut audiovisuel de Monaco,30
