institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Bibliothèque nationale de France (BnF),biblioth-que-nationale-de-france-bnf,France,Europe,FR-00000028785,Specialised governmental archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028785,True,True,https://www.bnf.fr/fr/les-archives-administratives-de-la-bnf,https://www.bnf.fr/fr/mediatheque/toute-la-mediatheque,ok,200,0,0,,
Bibliothèque nationale de France (BnF),biblioth-que-nationale-de-france-bnf,France,Europe,FR-00000028785,Specialised governmental archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028785,True,True,https://www.bnf.fr/fr/les-archives-administratives-de-la-bnf,https://www.bnf.fr/fr/collections-et-ressources-pour-les-14-16-ans,ok,200,0,0,,
Centre de recherche bretonne et celtique,centre-de-recherche-bretonne-et-celtique,France,Europe,FR-00000028903,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028903,True,True,https://www.univ-brest.fr/crbc/,https://www.univ-brest.fr/crbc/fr/page/archives-des-rencontres-scientifiques,ok,200,0,0,,
Centre Historique Minier,centre-historique-minier,France,Europe,FR-FRCHM,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCHM,True,True,http://avenioweb.chm-lewarde.com:8080/,http://avenioweb.chm-lewarde.com:8080/4DCGI/Web_Custompage/Archivesnum%C3%A9ris%C3%A9es.shtm/ILUMP21213,ok,200,0,0,,
Centre Historique Minier,centre-historique-minier,France,Europe,FR-FRCHM,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCHM,True,True,http://avenioweb.chm-lewarde.com:8080/,http://avenioweb.chm-lewarde.com:8080/4DCGI/Web_Custompage/Archivesnum%C3%A9ris%C3%A9es.shtm/ILUMP6824,ok,200,0,0,,
CFDT - Archives,cfdt-archives,France,Europe,FR-00000028899,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028899,True,True,http://archives.memoires.cfdt.fr/,https://archives.memoires.cfdt.fr/page/contactez-nous,ok,200,0,0,,
CFDT - Archives,cfdt-archives,France,Europe,FR-00000028899,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028899,True,True,http://archives.memoires.cfdt.fr/,https://archives.memoires.cfdt.fr/,ok,200,0,0,,
CFDT - Archives,cfdt-archives,France,Europe,FR-00000028899,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028899,True,True,http://archives.memoires.cfdt.fr/,https://archives.memoires.cfdt.fr/page/conditions-generales-d-utilisation,ok,200,0,0,,
CFDT - Archives,cfdt-archives,France,Europe,FR-00000028899,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028899,True,True,http://archives.memoires.cfdt.fr/,https://archives.memoires.cfdt.fr/page/portraits-de-militant-e-s,ok,200,0,0,,
CFDT - Archives,cfdt-archives,France,Europe,FR-00000028899,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028899,True,True,http://archives.memoires.cfdt.fr/,https://archives.memoires.cfdt.fr/page/chroniques-d-archives,ok,200,0,0,,
Collège de France,coll-ge-de-france,France,Europe,FR-FRCDF,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCDF,True,True,https://www.college-de-france.fr/site/bibliotheques-archives/index.htm,https://www.college-de-france.fr/sites/default/files/media/document/2023-09/R%C3%A8glement%20des%20biblioth%C3%A8ques%20et%20archives_01-09-2023.pdf,erro,,0,0,,Timeout ou falha no carregamento
Collège de France,coll-ge-de-france,France,Europe,FR-FRCDF,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCDF,True,True,https://www.college-de-france.fr/site/bibliotheques-archives/index.htm,https://www.college-de-france.fr/sites/default/files/media/document/2025-12/guide_du_lecteur_college_de_france_2025.pdf,erro,,0,0,,Timeout ou falha no carregamento
Collège de France,coll-ge-de-france,France,Europe,FR-FRCDF,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCDF,True,True,https://www.college-de-france.fr/site/bibliotheques-archives/index.htm,https://www.college-de-france.fr/fr/audio-video-rss.xml,ok,200,0,0,,
Collège de France,coll-ge-de-france,France,Europe,FR-FRCDF,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCDF,True,True,https://www.college-de-france.fr/site/bibliotheques-archives/index.htm,https://www.college-de-france.fr/sites/default/files/media/document/2024-10/Flyer-Library-Mobile02-10-2024.pdf,erro,,0,0,,Timeout ou falha no carregamento
Collège de France,coll-ge-de-france,France,Europe,FR-FRCDF,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCDF,True,True,https://www.college-de-france.fr/site/bibliotheques-archives/index.htm,https://www.college-de-france.fr/fr/collections-numerisees,ok,200,0,0,,
Communauté d'agglomération Pau-Pyrénées,communaut-d-agglom-ration-pau-pyr-n-es,France,Europe,FR-FRACCPAU,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRACCPAU,True,True,http://archives.agglo-pau.fr,https://archives.agglo-pau.fr/archives-et-vous/reproduction-et-reutilisation,ok,200,0,0,,
Communauté d'agglomération Pau-Pyrénées,communaut-d-agglom-ration-pau-pyr-n-es,France,Europe,FR-FRACCPAU,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRACCPAU,True,True,http://archives.agglo-pau.fr,https://archives.agglo-pau.fr/aide-la-recherche/fonctionnement-des-archives,ok,200,0,0,,
Communauté d'agglomération Pau-Pyrénées,communaut-d-agglom-ration-pau-pyr-n-es,France,Europe,FR-FRACCPAU,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRACCPAU,True,True,http://archives.agglo-pau.fr,https://archives.agglo-pau.fr/archives-en-ligne/ead.html?id=FRAC064445_IR000110&c=FRAC064445_IR000110_de-186&qid=,ok,200,0,0,,
Communauté d'agglomération Pau-Pyrénées,communaut-d-agglom-ration-pau-pyr-n-es,France,Europe,FR-FRACCPAU,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRACCPAU,True,True,http://archives.agglo-pau.fr,https://archives.agglo-pau.fr/archives-en-ligne/ead.html?id=FRAC064445_IR000110&c=FRAC064445_IR000110_de-187&qid=,ok,200,0,0,,
Communauté d'agglomération Pau-Pyrénées,communaut-d-agglom-ration-pau-pyr-n-es,France,Europe,FR-FRACCPAU,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRACCPAU,True,True,http://archives.agglo-pau.fr,https://archives.agglo-pau.fr/informations-pratiques,ok,200,0,0,,
Ecole française d'Extrême-Orient,ecole-fran-aise-d-extr-me-orient,France,Europe,FR-751169801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-751169801,True,True,https://archives.efeo.fr/,https://archives.efeo.fr/index.php/fca,ok,200,0,0,,
Ecole française d'Extrême-Orient,ecole-fran-aise-d-extr-me-orient,France,Europe,FR-751169801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-751169801,True,True,https://archives.efeo.fr/,https://archives.efeo.fr/index.php/a-alg,ok,200,0,0,,
Ecole française d'Extrême-Orient,ecole-fran-aise-d-extr-me-orient,France,Europe,FR-751169801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-751169801,True,True,https://archives.efeo.fr/,https://archives.efeo.fr/privacy,ok,200,0,0,,
Ecole française d'Extrême-Orient,ecole-fran-aise-d-extr-me-orient,France,Europe,FR-751169801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-751169801,True,True,https://archives.efeo.fr/,https://archives.efeo.fr/index.php/arch007,ok,200,0,0,,
Ecole française d'Extrême-Orient,ecole-fran-aise-d-extr-me-orient,France,Europe,FR-751169801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-751169801,True,True,https://archives.efeo.fr/,https://archives.efeo.fr/index.php/arch006,ok,200,0,0,,
Humathèque Condorcet,humath-que-condorcet,France,Europe,FR-930019801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-930019801,True,True,https://www.humatheque-condorcet.fr/,https://www.humatheque-condorcet.fr/fr/collections-et-archives/archives,ok,200,0,0,,
Humathèque Condorcet,humath-que-condorcet,France,Europe,FR-930019801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-930019801,True,True,https://www.humatheque-condorcet.fr/,https://www.humatheque-condorcet.fr/fr/collections-et-archives/collections/les-collections-en-libre-acces/pole-c-textes-sens-creation,ok,200,0,0,,
Humathèque Condorcet,humath-que-condorcet,France,Europe,FR-930019801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-930019801,True,True,https://www.humatheque-condorcet.fr/,https://www.humatheque-condorcet.fr/fr/collections-et-archives/histoire-des-bibliotheques,ok,200,0,0,,
Humathèque Condorcet,humath-que-condorcet,France,Europe,FR-930019801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-930019801,True,True,https://www.humatheque-condorcet.fr/,https://www.humatheque-condorcet.fr/fr/collections-et-archives/plan-des-collections,ok,200,0,0,,
Humathèque Condorcet,humath-que-condorcet,France,Europe,FR-930019801,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-930019801,True,True,https://www.humatheque-condorcet.fr/,https://www.humatheque-condorcet.fr/fr/collections-et-archives/archives/regles-de-communication-des-archives,ok,200,0,2,,
La Contemporaine,la-contemporaine,France,Europe,FR-00000028858,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028858,True,True,http://www.lacontemporaine.fr/,https://www.lacontemporaine.fr/fr/collections/,ok,200,0,0,,
Musée du quai Branly - Jacques Chirac,mus-e-du-quai-branly-jacques-chirac,France,Europe,FR-00000028857,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028857,True,True,http://www.quaibranly.fr/fr/recherche-scientifique/catalogues-et-publications/bibliotheque-et-fonds-documentaires/catalogues/catalogue-des-archives-et-de-la-documentation/,https://www.quaibranly.fr/fr/collections/provenances,ok,200,0,0,,
Musée du quai Branly - Jacques Chirac,mus-e-du-quai-branly-jacques-chirac,France,Europe,FR-00000028857,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028857,True,True,http://www.quaibranly.fr/fr/recherche-scientifique/catalogues-et-publications/bibliotheque-et-fonds-documentaires/catalogues/catalogue-des-archives-et-de-la-documentation/,https://www.quaibranly.fr/fr/collections/toutes-les-collections/la-photographie-au-musee/le-prix-pour-la-photographie/ritual-inhabitual,ok,200,0,0,,
Musée du quai Branly - Jacques Chirac,mus-e-du-quai-branly-jacques-chirac,France,Europe,FR-00000028857,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028857,True,True,http://www.quaibranly.fr/fr/recherche-scientifique/catalogues-et-publications/bibliotheque-et-fonds-documentaires/catalogues/catalogue-des-archives-et-de-la-documentation/,https://www.quaibranly.fr/fr/collections/vie-des-collections/nouvelles-acquisitions,ok,200,0,0,,
Musée du quai Branly - Jacques Chirac,mus-e-du-quai-branly-jacques-chirac,France,Europe,FR-00000028857,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028857,True,True,http://www.quaibranly.fr/fr/recherche-scientifique/catalogues-et-publications/bibliotheque-et-fonds-documentaires/catalogues/catalogue-des-archives-et-de-la-documentation/,https://www.quaibranly.fr/fr/collections/toutes-les-collections/la-photographie-au-musee/le-prix-pour-la-photographie/emmanuelle-andrianjafy,ok,200,0,0,,
Musée du quai Branly - Jacques Chirac,mus-e-du-quai-branly-jacques-chirac,France,Europe,FR-00000028857,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028857,True,True,http://www.quaibranly.fr/fr/recherche-scientifique/catalogues-et-publications/bibliotheque-et-fonds-documentaires/catalogues/catalogue-des-archives-et-de-la-documentation/,https://www.quaibranly.fr/fr/collections/toutes-les-collections/residences-sonores/nouveau-parcours-sonore-dans-les-collections/parcours-sonore-oceanie-insulinde,ok,200,0,0,,
Muséum national d'Histoire naturelle,mus-um-national-d-histoire-naturelle,France,Europe,FR-00000028859,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028859,True,True,http://bibliotheques.mnhn.fr/medias/medias.aspx?INSTANCE=EXPLOITATION,https://bibliotheques.mnhn.fr/medias/index_en.html,ok,200,0,0,,
Muséum national d'Histoire naturelle,mus-um-national-d-histoire-naturelle,France,Europe,FR-00000028859,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000028859,True,True,http://bibliotheques.mnhn.fr/medias/medias.aspx?INSTANCE=EXPLOITATION,https://bibliotheques.mnhn.fr/medias/index.html,ok,200,0,0,,
Service d'archives Nice Côte d'Azur,service-d-archives-nice-c-te-d-azur,France,Europe,FR-FRAC006088,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAC006088,True,True,https://recherche.archives.nicecotedazur.org,https://recherche.archives.nicecotedazur.org/archives/search?filter_field=dyndescr_cSubject_liste-grandDomaine&filter_value=Les+personnes,ok,200,0,0,,
Service d'archives Nice Côte d'Azur,service-d-archives-nice-c-te-d-azur,France,Europe,FR-FRAC006088,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAC006088,True,True,https://recherche.archives.nicecotedazur.org,https://recherche.archives.nicecotedazur.org/archives/search?filter_field=dyndescr_cSubject_liste-sousDomaine&filter_value=Territoire+et+am%C3%A9nagement,ok,200,0,0,,
Service d'archives Nice Côte d'Azur,service-d-archives-nice-c-te-d-azur,France,Europe,FR-FRAC006088,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAC006088,True,True,https://recherche.archives.nicecotedazur.org,https://recherche.archives.nicecotedazur.org/archives/search?filter_field=dyndescr_cSubject_liste-sousDomaine&filter_value=Conseils+et+d%C3%A9lib%C3%A9rations,ok,200,0,0,,
Service d'archives Nice Côte d'Azur,service-d-archives-nice-c-te-d-azur,France,Europe,FR-FRAC006088,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAC006088,True,True,https://recherche.archives.nicecotedazur.org,https://recherche.archives.nicecotedazur.org/archives/search/default/*:*/1/dyndescr_cSubject_liste-sousDomaine,ok,200,0,0,,
Service d'archives Nice Côte d'Azur,service-d-archives-nice-c-te-d-azur,France,Europe,FR-FRAC006088,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAC006088,True,True,https://recherche.archives.nicecotedazur.org,https://recherche.archives.nicecotedazur.org/archives/search?filter_field=dyndescr_cSubject_liste-grandDomaine&filter_value=Les+lieux,ok,200,0,0,,
Service des archives de Nouvelle-Calédonie,service-des-archives-de-nouvelle-cal-donie,New Caledonia,Oceania,FR-FRCT988,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCT988,True,True,http://www.archives.gouv.nc/,https://archives.gouv.nc/fr/infos-pratiques/consulter-les-archives,ok,200,0,0,,
Service des archives de Nouvelle-Calédonie,service-des-archives-de-nouvelle-cal-donie,New Caledonia,Oceania,FR-FRCT988,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCT988,True,True,http://www.archives.gouv.nc/,https://archives.gouv.nc/fr/sitemap,ok,200,0,0,,
Service des archives de Nouvelle-Calédonie,service-des-archives-de-nouvelle-cal-donie,New Caledonia,Oceania,FR-FRCT988,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCT988,True,True,http://www.archives.gouv.nc/,https://archives.gouv.nc/fr/print/home,ok,200,0,0,,
Service des archives de Nouvelle-Calédonie,service-des-archives-de-nouvelle-cal-donie,New Caledonia,Oceania,FR-FRCT988,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCT988,True,True,http://www.archives.gouv.nc/,https://archives.gouv.nc/fr/vous-etes,ok,200,0,0,,
Service des archives de Nouvelle-Calédonie,service-des-archives-de-nouvelle-cal-donie,New Caledonia,Oceania,FR-FRCT988,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRCT988,True,True,http://www.archives.gouv.nc/,https://archives.gouv.nc/fr/vous-etes/services-publics,ok,200,0,0,,
Archiv der Hansestadt Lübeck,archiv-der-hansestadt-l-beck,Germany,Europe,DE-2392,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2392,True,True,http://www.archiv.luebeck.de,https://www.luebeck.de/de/stadtleben/kultur/filmstadt-luebeck/index.html,ok,200,0,0,,
Archiv der Hansestadt Wismar,archiv-der-hansestadt-wismar,Germany,Europe,DE-WIS2,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-WIS2,True,True,http://www.wismar.de,https://www.wismar.de/Leben-in-Wismar/Kultur-Geschichte/SCHABBELL/Filme-mit-Geb%C3%A4rdensprache/,ok,200,0,1,,
Archiv der Region Hannover,archiv-der-region-hannover,Germany,Europe,DE-2097,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2097,True,True,https://www.hannover.de/Leben-in-der-Region-Hannover/Bildung/Bibliotheken-Archive/Archiv-der-Region-Hannover,https://www.hannover.de/Media/02-GIS-Objekte/Organisationsdatenbank/Region-Hannover/Verwaltung/Archiv-der-Region-Hannover,ok,200,0,0,,
Archiv des Erzbistums München und Freising,archiv-des-erzbistums-m-nchen-und-freising,Germany,Europe,DE-2043,Church and religious archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2043,True,True,http://www.erzbistum-muenchen.de/dioezesanarchiv,https://www.erzbistum-muenchen.de/kunst-und-kultur/kunst/video-reise-durch-die-kunst,ok,200,0,5,,
Archiv des Landschaftsverbands Rheinland,archiv-des-landschaftsverbands-rheinland,Germany,Europe,DE-Pul1,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Pul1,True,True,http://www.afz.lvr.de/de/archiv_des_lvr/archiv_des_lvr_1.html,https://afz.lvr.de/de/archiv_des_lvr/projekte_2/film_ns_euthanasie/film_ns_euthanasie_1.html,ok,200,0,0,,
Brandenburgisches Landeshauptarchiv,brandenburgisches-landeshauptarchiv,Germany,Europe,DE-2367,Regional archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2367,True,True,https://blha.brandenburg.de/index.php,https://blha.brandenburg.de/blha/de/suchen-finden/archive-in-brandenburg/,ok,200,0,0,,
"Deutsches Archäologisches Institut, Athen, Archiv",deutsches-arch-ologisches-institut-athen-archiv,Greece,Europe,DE-2855,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2855,True,True,https://www.dainst.org/athen/archiv,https://www.dainst.org/en/dai-standorte/athens/about-us/organisation/archive,ok,200,0,0,,
Gedenkstätte Buchenwald,gedenkst-tte-buchenwald,Germany,Europe,DE-MUS-880019,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-MUS-880019,True,True,https://www.buchenwald.de/recherche/archiv,https://www.buchenwald.de/geschichte/mediathek,ok,200,0,0,,
Gedenkstätte Buchenwald,gedenkst-tte-buchenwald,Germany,Europe,DE-MUS-880019,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-MUS-880019,True,True,https://www.buchenwald.de/recherche/archiv,https://www.buchenwald.de/besuch/multimedia-guide,ok,200,0,0,,
"Historisches Archiv in der Stiftung ""Deutsches Technikmuseum Berlin"" (SDTB)",historisches-archiv-in-der-stiftung-deutsches-technikmuseum-berlin-sdtb,Germany,Europe,DE-2226,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2226,True,True,https://technikmuseum.berlin/sammlung/historisches-archiv/,https://technikmuseum.berlin/en/collection/historical-archive/,ok,200,0,0,,
"Historisches Archiv in der Stiftung ""Deutsches Technikmuseum Berlin"" (SDTB)",historisches-archiv-in-der-stiftung-deutsches-technikmuseum-berlin-sdtb,Germany,Europe,DE-2226,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2226,True,True,https://technikmuseum.berlin/sammlung/historisches-archiv/,https://technikmuseum.berlin/ausstellungen/dauerausstellungen/filmtechnik/,ok,200,0,0,,
Historisches Archiv Krupp,historisches-archiv-krupp,Germany,Europe,DE-2162,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2162,True,True,https://www.thyssenkrupp.com/de/konzern/geschichte_archive_k1_2.html,https://www.thyssenkrupp.com/de/unternehmen/historie/en/company/history/archives,http_error,404,0,0,,
Kreis Coesfeld. Kreisarchiv,kreis-coesfeld-kreisarchiv,Germany,Europe,DE-2243,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2243,True,True,http://www.kreis-coesfeld.de,https://www.kreis-coesfeld.de/media/default/Allgemein/Downloads/TeamViewerQS_x64.exe,erro,,0,0,,Timeout ou falha no carregamento
Kreisarchiv des Landkreises Oder-Spree,kreisarchiv-des-landkreises-oder-spree,Germany,Europe,DE-2725,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2725,True,True,http://www.l-os.de,https://www.landkreis-oder-spree.de/media/custom/2689_8922_1.PDF?1773758263,erro,,0,0,,Timeout ou falha no carregamento
Kreisarchiv des Landkreises Oder-Spree,kreisarchiv-des-landkreises-oder-spree,Germany,Europe,DE-2725,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2725,True,True,http://www.l-os.de,https://www.landkreis-oder-spree.de/media/custom/2689_8927_1.PDF?1773913554,erro,,0,0,,Timeout ou falha no carregamento
Kreisarchiv des Landkreises Oder-Spree,kreisarchiv-des-landkreises-oder-spree,Germany,Europe,DE-2725,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2725,True,True,http://www.l-os.de,https://www.landkreis-oder-spree.de/media/custom/2689_8847_1.PDF?1771851686,erro,,0,0,,Timeout ou falha no carregamento
Kreisarchiv des Landkreises Oder-Spree,kreisarchiv-des-landkreises-oder-spree,Germany,Europe,DE-2725,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2725,True,True,http://www.l-os.de,https://www.landkreis-oder-spree.de/media/custom/2689_8923_1.PDF?1773758266,erro,,0,0,,Timeout ou falha no carregamento
Kreisarchiv des Landkreises Oder-Spree,kreisarchiv-des-landkreises-oder-spree,Germany,Europe,DE-2725,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2725,True,True,http://www.l-os.de,https://www.landkreis-oder-spree.de/media/custom/2689_8917_1.PDF?1773755193,erro,,0,0,,Timeout ou falha no carregamento
Kreisarchiv Landkreis Dahme-Spreewald,kreisarchiv-landkreis-dahme-spreewald,Germany,Europe,DE-2301,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2301,True,True,http://www.dahme-spreewald.de/sixcms/detail.php/510,https://www.dahme-spreewald.de/de/kreistag/videoaufzeichnungen-kreistag/,ok,200,0,0,,
Kreisarchiv Steinfurt,kreisarchiv-steinfurt,Germany,Europe,DE-Bg4,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-Bg4,True,True,"https://www.kreis-steinfurt.de/kv_steinfurt/Kreisverwaltung/%C3%84mter/Amt%20f%C3%BCr%20Kultur,%20Tourismus%20und%20Heimatpflege/Kreisarchiv/",https://www.kreis-steinfurt.de/kv_steinfurt/Themen%20&%20Projekte/LEADER%20Steinfurter%20Land/Regionalbudget%3A%20Kleinprojektef%C3%B6rderung/Gef%C3%B6rderte%20Kleinprojekte%202021/Film%20ab%20-%20Kinoprojekt%20in%20Horstmar%20und%20Metelen/,ok,200,0,0,,
Kreisarchiv Stormarn,kreisarchiv-stormarn,Germany,Europe,DE-2410,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2410,True,True,http://www.kreisarchiv-stormarn.de,https://www.kreisarchiv-stormarn.de/mediadb/gndcat/Work,ok,200,0,0,,
Kreisarchiv Stormarn,kreisarchiv-stormarn,Germany,Europe,DE-2410,Municipal archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DE-2410,True,True,http://www.kreisarchiv-stormarn.de,https://www.kreisarchiv-stormarn.de/mediadb/gndcat/CorporateBody,ok,200,0,0,,
