institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
Surrey History Centre,surrey-history-centre,United Kingdom,Europe,GB-176,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-176,True,True,http://www.surreycc.gov.uk/surreyhistorycentre,https://www.surreycc.gov.uk/culture-and-leisure/history-centre/archives-and-books,ok,200,0,0,,
Surrey History Centre,surrey-history-centre,United Kingdom,Europe,GB-176,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-176,True,True,http://www.surreycc.gov.uk/surreyhistorycentre,https://www.surreycc.gov.uk/culture-and-leisure/history-centre/surrey-history-centre-policies-and-plans/archives-and-local-studies-access-and-engagement-policy,ok,200,0,0,,
Swansea University Archives,swansea-university-archives,United Kingdom,Europe,GB-217,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-217,True,True,https://www.swansea.ac.uk/library/richard-burton-archives/,https://www.swansea.ac.uk/library/richard-burton-archives/collections/,ok,200,0,1,,
Swansea University Archives,swansea-university-archives,United Kingdom,Europe,GB-217,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-217,True,True,https://www.swansea.ac.uk/library/richard-burton-archives/,https://www.swansea.ac.uk/library/archive-and-research-collections/,ok,200,0,1,,
"Taylor Institution Library, University of Oxford",taylor-institution-library-university-of-oxford,United Kingdom,Europe,GB-486,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-486,True,True,http://www.bodleian.ox.ac.uk/taylor,https://www.bodleian.ox.ac.uk/collections-and-resources/exam-paper-archive,ok,200,0,0,,
"Taylor Institution Library, University of Oxford",taylor-institution-library-university-of-oxford,United Kingdom,Europe,GB-486,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-486,True,True,http://www.bodleian.ox.ac.uk/taylor,https://www.bodleian.ox.ac.uk/collections-and-resources/legal-deposit,ok,200,0,0,,
"Taylor Institution Library, University of Oxford",taylor-institution-library-university-of-oxford,United Kingdom,Europe,GB-486,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-486,True,True,http://www.bodleian.ox.ac.uk/taylor,https://www.bodleian.ox.ac.uk/collections-and-resources/special-collections,ok,200,0,0,,
"Taylor Institution Library, University of Oxford",taylor-institution-library-university-of-oxford,United Kingdom,Europe,GB-486,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-486,True,True,http://www.bodleian.ox.ac.uk/taylor,https://www.bodleian.ox.ac.uk/about/media,ok,200,0,0,,
"Taylor Institution Library, University of Oxford",taylor-institution-library-university-of-oxford,United Kingdom,Europe,GB-486,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-486,True,True,http://www.bodleian.ox.ac.uk/taylor,https://www.bodleian.ox.ac.uk/collections-and-resources/reading-lists,ok,200,0,0,,
"The Centre for Computing History, Cambridge",the-centre-for-computing-history-cambridge,United Kingdom,Europe,GB-3506,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3506,True,True,http://www.computinghistory.org.uk/,https://www.computinghistory.org.uk/pages/43840/Video-Game-Timeline-Display/,ok,200,0,0,,
"The Centre for Computing History, Cambridge",the-centre-for-computing-history-cambridge,United Kingdom,Europe,GB-3506,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3506,True,True,http://www.computinghistory.org.uk/,https://www.computinghistory.org.uk/pages/59547/Video-Game-Museum/,ok,200,0,0,,
"The Centre for Computing History, Cambridge",the-centre-for-computing-history-cambridge,United Kingdom,Europe,GB-3506,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3506,True,True,http://www.computinghistory.org.uk/,https://www.computinghistory.org.uk/pages/56680/videogame-preservation/,ok,200,0,0,,
The National Archives,the-national-archives,United Kingdom,Europe,GB-00000032118,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-00000032118,True,True,https://www.nationalarchives.gov.uk/help-with-your-research/research-guides,https://www.nationalarchives.gov.uk/help-with-your-research/research-guides/film-television-performing-arts-records-held-by-other-archives/,ok,200,0,0,,
The National Archives,the-national-archives,United Kingdom,Europe,GB-00000032118,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-00000032118,True,True,https://www.nationalarchives.gov.uk/help-with-your-research/research-guides,https://www.nationalarchives.gov.uk/education/students/videos/spotlight-on/spotlight-on-census/,ok,200,2,30,,
The National Archives,the-national-archives,United Kingdom,Europe,GB-00000032118,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-00000032118,True,True,https://www.nationalarchives.gov.uk/help-with-your-research/research-guides,https://www.nationalarchives.gov.uk/archives-sector/our-archives-sector-role/historical-manuscripts-commission/,ok,200,0,0,,
The Rothschild Archive,the-rothschild-archive,United Kingdom,Europe,GB-2058,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2058,True,True,https://www.rothschildarchive.org/,https://www.rothschildarchive.org/collections/archivists_choice/january_2020_wooden_box_of_precious_metal_samples_c1860,ok,200,0,0,,
The Rothschild Archive,the-rothschild-archive,United Kingdom,Europe,GB-2058,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2058,True,True,https://www.rothschildarchive.org/,https://www.rothschildarchive.org/collections/archivists_choice/december_2021_archive_reading_room_furniture_by_robert_thompson_2011,ok,200,0,0,,
The Rothschild Archive,the-rothschild-archive,United Kingdom,Europe,GB-2058,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2058,True,True,https://www.rothschildarchive.org/,https://www.rothschildarchive.org/collections/archivists_choice/july_2018_judendeutsch_letter_james_to_nathan_concerning_the_apprenticeship_of_nathaniel_rothschild_june_1831,ok,200,0,0,,
The Rothschild Archive,the-rothschild-archive,United Kingdom,Europe,GB-2058,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2058,True,True,https://www.rothschildarchive.org/,https://www.rothschildarchive.org/collections/archivists_choice/april_2016_badge_of_office_the_alliance_assurance_company_1825,ok,200,0,0,,
The Rothschild Archive,the-rothschild-archive,United Kingdom,Europe,GB-2058,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2058,True,True,https://www.rothschildarchive.org/,https://www.rothschildarchive.org/collections/archivists_choice/treasure_of_the_month_december_2014,ok,200,0,0,,
The Stationers’ Company Archive,the-stationers-company-archive,United Kingdom,Europe,GB-2156,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2156,True,True,https://stationers.org/library-archives/archives.html,https://www.stationers.org/company/archive/online-exhibitions,ok,200,0,0,,
The Stationers’ Company Archive,the-stationers-company-archive,United Kingdom,Europe,GB-2156,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2156,True,True,https://stationers.org/library-archives/archives.html,https://www.stationers.org/company/archive,ok,200,0,0,,
The Stationers’ Company Archive,the-stationers-company-archive,United Kingdom,Europe,GB-2156,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2156,True,True,https://stationers.org/library-archives/archives.html,https://www.stationers.org/company/archive/archive-catalogue,ok,200,0,0,,
The Stationers’ Company Archive,the-stationers-company-archive,United Kingdom,Europe,GB-2156,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2156,True,True,https://stationers.org/library-archives/archives.html,https://www.stationers.org/assets/files/archive-documents/TSC-Reading-Room-Regulations_7a25.pdf,erro,,0,0,,Timeout ou falha no carregamento
The Stationers’ Company Archive,the-stationers-company-archive,United Kingdom,Europe,GB-2156,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2156,True,True,https://stationers.org/library-archives/archives.html,https://www.stationers.org/company/archive/remote-access-and-web-resources,ok,200,0,0,,
Theatres Trust Resource Centre,theatres-trust-resource-centre,United Kingdom,Europe,GB-3401,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-3401,True,True,http://www.theatrestrust.org.uk/discover-theatres/library-archive,https://www.theatrestrust.org.uk/assets/000/002/620/Collections_Development_Policy_Updated_2022_original.pdf?1654862941,erro,,0,0,,Timeout ou falha no carregamento
"Trinity Laban Conservatoire of Music and Dance, Faculty of Music Archive",trinity-laban-conservatoire-of-music-and-dance-faculty-of-music-archive,United Kingdom,Europe,GB-2649,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2649,True,True,https://www.trinitylaban.ac.uk/student-life/libraries/#the-jerwood-library-of-performing-arts,https://www.trinitylaban.ac.uk/student-life/libraries/collections-and-archives/,ok,200,0,0,,
"Trinity Laban Conservatoire of Music and Dance, Laban Archive",trinity-laban-conservatoire-of-music-and-dance-laban-archive,United Kingdom,Europe,GB-1701,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1701,True,True,https://www.trinitylaban.ac.uk/student-life/libraries/#laban-library,https://www.trinitylaban.ac.uk/student-life/libraries/collections-and-archives/,ok,200,0,0,,
University of Bath Archives and Research Collections,university-of-bath-archives-and-research-collections,United Kingdom,Europe,GB-1128,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1128,True,True,http://www.bath.ac.uk/library/services/archives/index.html,https://www.bath.ac.uk/corporate-information/archives-and-research-collections-statements-of-principles/,ok,200,0,0,,
University of Bath Archives and Research Collections,university-of-bath-archives-and-research-collections,United Kingdom,Europe,GB-1128,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1128,True,True,http://www.bath.ac.uk/library/services/archives/index.html,https://www.bath.ac.uk/corporate-information/archives-and-research-collections-cabinet-of-curiosities/,ok,200,0,0,,
University of Bath Archives and Research Collections,university-of-bath-archives-and-research-collections,United Kingdom,Europe,GB-1128,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1128,True,True,http://www.bath.ac.uk/library/services/archives/index.html,https://www.bath.ac.uk/corporate-information/archives-and-research-collections-annual-review/,ok,200,0,0,,
"University of Birmingham, Cadbury Research Library, Special Collections",university-of-birmingham-cadbury-research-library-special-collections,United Kingdom,Europe,GB-150,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-150,True,True,http://www.birmingham.ac.uk/facilities/cadbury/index.aspx,https://www.birmingham.ac.uk/study/undergraduate/schools-and-colleges,ok,200,0,0,,
"University of Birmingham, Cadbury Research Library, Special Collections",university-of-birmingham-cadbury-research-library-special-collections,United Kingdom,Europe,GB-150,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-150,True,True,http://www.birmingham.ac.uk/facilities/cadbury/index.aspx,https://www.birmingham.ac.uk/facilities/cadbury/collections-loans,ok,200,0,0,,
"University of Birmingham, Cadbury Research Library, Special Collections",university-of-birmingham-cadbury-research-library-special-collections,United Kingdom,Europe,GB-150,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-150,True,True,http://www.birmingham.ac.uk/facilities/cadbury/index.aspx,https://www.birmingham.ac.uk/study/accommodation,ok,200,0,0,,
"University of Birmingham, Cadbury Research Library, Special Collections",university-of-birmingham-cadbury-research-library-special-collections,United Kingdom,Europe,GB-150,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-150,True,True,http://www.birmingham.ac.uk/facilities/cadbury/index.aspx,https://www.birmingham.ac.uk/welcome,ok,200,0,0,,
"University of Birmingham, Cadbury Research Library, Special Collections",university-of-birmingham-cadbury-research-library-special-collections,United Kingdom,Europe,GB-150,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-150,True,True,http://www.birmingham.ac.uk/facilities/cadbury/index.aspx,https://www.birmingham.ac.uk/facilities/cadbury/archives/accessions,ok,200,0,0,,
University of Bradford Special Collections,university-of-bradford-special-collections,United Kingdom,Europe,GB-532,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-532,True,True,http://www.bradford.ac.uk/library/special-collections/,https://www.bradford.ac.uk/library/special-collections/our-collections/collections/,ok,200,0,0,,
University of East Anglia Archives,university-of-east-anglia-archives,United Kingdom,Europe,GB-1187,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1187,True,True,https://www.uea.ac.uk/web/library/archives-and-special-collections,https://www.uea.ac.uk/library/archives-and-special-collections/uea-gig-history,ok,200,1,1,,
University of East Anglia Archives,university-of-east-anglia-archives,United Kingdom,Europe,GB-1187,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1187,True,True,https://www.uea.ac.uk/web/library/archives-and-special-collections,https://www.uea.ac.uk/library/archives-and-special-collections/east-anglian-film-archive,ok,200,1,1,,
University of East Anglia Archives,university-of-east-anglia-archives,United Kingdom,Europe,GB-1187,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1187,True,True,https://www.uea.ac.uk/web/library/archives-and-special-collections,https://www.uea.ac.uk/library/archives-and-special-collections/photographic-collection,ok,200,1,1,,
University of East London Archives,university-of-east-london-archives,United Kingdom,Europe,GB-2381,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2381,True,True,https://www.uel.ac.uk/study/student-life/library-archives-learning-services/library-archive,https://www.uel.ac.uk/study/campus-life/library/archive-collections,ok,200,0,0,,
University of Glasgow Archive Services,university-of-glasgow-archive-services,United Kingdom,Europe,GB-248,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-248,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/uofglasgowasconsocialmedia/,ok,200,0,0,,
University of Glasgow Archive Services,university-of-glasgow-archive-services,United Kingdom,Europe,GB-248,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-248,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/collaborativeresearch/,ok,200,0,0,,
University of Glasgow Archive Services,university-of-glasgow-archive-services,United Kingdom,Europe,GB-248,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-248,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/discover/,ok,200,0,0,,
University of Glasgow Archive Services,university-of-glasgow-archive-services,United Kingdom,Europe,GB-248,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-248,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/studentplacements/,ok,200,0,0,,
University of Glasgow Archive Services,university-of-glasgow-archive-services,United Kingdom,Europe,GB-248,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-248,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,ok,200,0,0,,
University of Glasgow Special Collections,university-of-glasgow-special-collections,United Kingdom,Europe,GB-247,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-247,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/uofglasgowasconsocialmedia/,ok,200,0,0,,
University of Glasgow Special Collections,university-of-glasgow-special-collections,United Kingdom,Europe,GB-247,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-247,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/collaborativeresearch/,ok,200,0,0,,
University of Glasgow Special Collections,university-of-glasgow-special-collections,United Kingdom,Europe,GB-247,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-247,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/discover/,ok,200,0,0,,
University of Glasgow Special Collections,university-of-glasgow-special-collections,United Kingdom,Europe,GB-247,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-247,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/studentplacements/,ok,200,0,0,,
University of Glasgow Special Collections,university-of-glasgow-special-collections,United Kingdom,Europe,GB-247,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-247,True,True,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,https://www.gla.ac.uk/myglasgow/archivespecialcollections/,ok,200,0,0,,
University of Gloucestershire Special Collections and Archives,university-of-gloucestershire-special-collections-and-archives,United Kingdom,Europe,GB-1962,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1962,True,True,https://www.glos.ac.uk/libraries/special-collections-and-archives/,https://www.glos.ac.uk/study/subjects/film-media-tv/,ok,200,0,0,,
University of Leeds Special Collections,university-of-leeds-special-collections,United Kingdom,Europe,GB-206,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-206,True,True,https://library.leeds.ac.uk/special-collections-about,https://library.leeds.ac.uk/info/1604/collection_development/137/managing_the_librarys_collections,ok,200,0,0,,
University of Leeds Special Collections,university-of-leeds-special-collections,United Kingdom,Europe,GB-206,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-206,True,True,https://library.leeds.ac.uk/special-collections-about,https://library.leeds.ac.uk/special-collections/collection/708/collections_a-z,ok,200,0,0,,
University of Leeds Special Collections,university-of-leeds-special-collections,United Kingdom,Europe,GB-206,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-206,True,True,https://library.leeds.ac.uk/special-collections-about,https://library.leeds.ac.uk/info/1604/collection_development/208/gifts_and_deposits/2,ok,200,0,0,,
University of Manchester Library,university-of-manchester-library,United Kingdom,Europe,GB-133,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-133,True,True,http://www.library.manchester.ac.uk/special-collections/,https://www.library.manchester.ac.uk/training/accessibility-and-inclusion/collections/managing-our-collections/,ok,200,0,0,,
University of Northampton Archive,university-of-northampton-archive,United Kingdom,Europe,GB-2760,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2760,True,True,https://northampton.epexio.com/,https://northampton.epexio.com/collections/featured,ok,200,0,0,,
University of Northampton Archive,university-of-northampton-archive,United Kingdom,Europe,GB-2760,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-2760,True,True,https://northampton.epexio.com/,https://northampton.epexio.com/collections,ok,200,0,0,,
University of Nottingham Manuscripts and Special Collections,university-of-nottingham-manuscripts-and-special-collections,United Kingdom,Europe,GB-159,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-159,True,True,http://www.nottingham.ac.uk/manuscriptsandspecialcollections/index.aspx,https://www.nottingham.ac.uk/manuscriptsandspecialcollections/collections/introduction.aspx,ok,200,0,0,,
University of Nottingham Manuscripts and Special Collections,university-of-nottingham-manuscripts-and-special-collections,United Kingdom,Europe,GB-159,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-159,True,True,http://www.nottingham.ac.uk/manuscriptsandspecialcollections/index.aspx,https://www.nottingham.ac.uk/manuscriptsandspecialcollections/collectionsindepth/introduction.aspx,ok,200,0,0,,
University of Portsmouth Archives,university-of-portsmouth-archives,United Kingdom,Europe,GB-1750,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1750,True,True,http://www.port.ac.uk/library/infores/print/universityarchives/,https://library.port.ac.uk/special-collections/archive,ok,200,0,0,,
University of Portsmouth Archives,university-of-portsmouth-archives,United Kingdom,Europe,GB-1750,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1750,True,True,http://www.port.ac.uk/library/infores/print/universityarchives/,https://library.port.ac.uk/using-resources/audio-visual,ok,200,0,2,,
University of Portsmouth Archives,university-of-portsmouth-archives,United Kingdom,Europe,GB-1750,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-1750,True,True,http://www.port.ac.uk/library/infores/print/universityarchives/,https://library.port.ac.uk/library-about-us/archive,ok,200,0,0,,
University of Salford Archives & Special Collections,university-of-salford-archives-special-collections,United Kingdom,Europe,GB-427,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-427,True,True,http://www.salford.ac.uk/library/archives-and-special-collections,https://www.salford.ac.uk/library/archives-and-special-collections/our-vision,ok,200,0,0,,
University of Salford Archives & Special Collections,university-of-salford-archives-special-collections,United Kingdom,Europe,GB-427,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-427,True,True,http://www.salford.ac.uk/library/archives-and-special-collections,https://www.salford.ac.uk/library/archives-and-special-collections/about-the-archives,ok,200,0,0,,
University of Salford Archives & Special Collections,university-of-salford-archives-special-collections,United Kingdom,Europe,GB-427,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-427,True,True,http://www.salford.ac.uk/library/archives-and-special-collections,https://www.salford.ac.uk/sites/default/files/library/archives/2019/BartingtonHall.xml,ok,200,0,0,,
University of Salford Archives & Special Collections,university-of-salford-archives-special-collections,United Kingdom,Europe,GB-427,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-427,True,True,http://www.salford.ac.uk/library/archives-and-special-collections,https://www.salford.ac.uk/sites/default/files/library/archives/2019/oldham.xml,ok,200,0,0,,
University of Salford Archives & Special Collections,university-of-salford-archives-special-collections,United Kingdom,Europe,GB-427,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-427,True,True,http://www.salford.ac.uk/library/archives-and-special-collections,https://www.salford.ac.uk/library/archives-and-special-collections/salford-digital-archives/brass-band-news-and-posters,ok,200,0,0,,
University of Sheffield Library,university-of-sheffield-library,United Kingdom,Europe,GB-200,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-200,True,True,http://www.shef.ac.uk/library/special,https://sheffield.ac.uk/media/43219/download?attachment,erro,,0,0,,Timeout ou falha no carregamento
University of Sheffield Library,university-of-sheffield-library,United Kingdom,Europe,GB-200,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-200,True,True,http://www.shef.ac.uk/library/special,https://sheffield.ac.uk/media/43218/download?attachment,erro,,0,0,,Timeout ou falha no carregamento
University of Sheffield Library,university-of-sheffield-library,United Kingdom,Europe,GB-200,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-200,True,True,http://www.shef.ac.uk/library/special,https://sheffield.ac.uk/library/news/archives-revealed-blunkett-archives,ok,200,0,0,,
University of St Andrews Libraries and Museums,university-of-st-andrews-libraries-and-museums,United Kingdom,Europe,GB-227,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-227,True,True,https://www.st-andrews.ac.uk/library/special-collections/book-an-appointment/visiting-the-reading-room/,https://www.st-andrews.ac.uk/collections/contact/,ok,200,0,0,,
University of St Andrews Libraries and Museums,university-of-st-andrews-libraries-and-museums,United Kingdom,Europe,GB-227,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-227,True,True,https://www.st-andrews.ac.uk/library/special-collections/book-an-appointment/visiting-the-reading-room/,https://www.st-andrews.ac.uk/collections/use-collections/,ok,200,0,0,,
University of St Andrews Libraries and Museums,university-of-st-andrews-libraries-and-museums,United Kingdom,Europe,GB-227,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-227,True,True,https://www.st-andrews.ac.uk/library/special-collections/book-an-appointment/visiting-the-reading-room/,https://www.st-andrews.ac.uk/collections/about-university-collections/,ok,200,0,0,,
University of St Andrews Libraries and Museums,university-of-st-andrews-libraries-and-museums,United Kingdom,Europe,GB-227,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-227,True,True,https://www.st-andrews.ac.uk/library/special-collections/book-an-appointment/visiting-the-reading-room/,https://www.st-andrews.ac.uk/collections/collecting-prize/,ok,200,0,0,,
University of St Andrews Libraries and Museums,university-of-st-andrews-libraries-and-museums,United Kingdom,Europe,GB-227,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GB-227,True,True,https://www.st-andrews.ac.uk/library/special-collections/book-an-appointment/visiting-the-reading-room/,https://www.st-andrews.ac.uk/collections/,ok,200,0,0,,
