institution,slug,country,continent,repository_code,bnt_detail_url,archive_type,external_url,website_available,content_available_in_source
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,https://bnt.bg/,Public television audiovisual archive,https://bnt.bg/,True,True
