institution,slug,country,continent,repository_code,archive_type,euscreen_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_3D0B7FD2847E4AB1876DFC6B0E665C5F,Opening of the Nuremberg trials,INA,"The first session of the Nuremberg trials of major Nazi war criminals. The first hearing of the accused takes place once the charge sheet, has been read. Four hundred journalists from around the world are present at these proceedings.",,Opening of the Nuremberg trials,,Exposições e eventos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,RTV SLO,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_0C5CB550DB5746C19C8B499BA2B5ADDC,PLANICA 1963 25/03/1963,RTV SLO,"A report from Planica, 1963 ski jumps.",,PLANICA 1963 25/03/1963,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,BBC,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_64815ED92CA2453AABDE9507E44AD592,Panorama 04/07/1960,BBC,Reporter Francis Williams visits Glasgow and looks at the high unemployment and poor living conditions.,,Panorama 04/07/1960,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,TVP,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_038BE9365E714A25ABDCBC8CDBCD81F6,Polish fashion for New Year's Eve,TVP,"Polish fashion and Leda present creations at New Year's Eve. Which of the ladies to tempt the sequins, long pleated dresses and fancy hats?",,Polish fashion for New Year's Eve,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,RTBF,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_E3C2C23007E1447ABC70B4EA74AAC427,Punks (Part 1),RTBF,"Since a few months, the general public has heard a new word, which brings up a fear and curiosity entertained by tabloids: it’s the word “punk”.Interview with British musician Brian Eno on rock music.",,Punks (Part 1),,Música e performance,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,RTBF,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_9801D9E91B5F42F5A8662B101304CC81,Ray Charles,RTBF,"Interview with American singer, composer and pianist Ray Charles (1930-2004) on the difference between American and European audiences, on Quincy Jones and his other music arrangers, on soul music and twist.",,Ray Charles,,Música e performance,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,ORF,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_7B775E481AEF49B9A502164803B93018,Recycling Couture,ORF,Three young and innovative fashion designers create clothes from garbage and recycled material.,,Recycling Couture,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,NAVA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_1C2DAFEB07EF4EE6933624A42237196E,Rock music festival in Mezőtúr,NAVA,"The cultural program pays a visit to one of the many musical festivals taking place in Hungary this year. The number of large-scale summer music festivals is growing in Hungary. These festivals, usually lasting several days, have become the characteristic form of recreation for today's young people. The programme presents the ambiance and the crowd of the Wan2 festival, a mainly rock music festival organized in Mezőtúr. Like many other subcultures, the rocker crowd is also surrounded by many stereotypes and prejudice. The program focuses on these stereotypes during its on-location interviews with festival goers and local residents.",,Rock music festival in Mezőtúr,,Divulgação de serviços e projetos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,Deutsche Welle,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_4F00DE70E7E640F2A40C5B3C3E6F3BB2,Rock musicians and Christianity,Deutsche Welle,"Rock and pop musicians broach the issue of religion and faith. From Eric Clapton to U2, many musicians hold a clear view on the question of belief.",,Rock musicians and Christianity,,Música e performance,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,LUCE,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_A4821ABEDDACD3CFA4CB205A3D8DB0BB,Sport,LUCE,United States: Baltimora Calls meet New York Giants in the final for the title of American football,,Sport,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_D50A00EAC8C3A3B13BD83E7BDD7AA4D7,Swimwear fashion,INA,"In Cannes, four models show off this year's swimwear fashion. This year, the spotlight is on one-piece bathing suits.",,Swimwear fashion,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,DR,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_400C50382D5442B78BB27B7BE7B2CBD5,Søren Lund’s family life about 1925,DR,"Family life in the 1920s.A boy playing with toys. Outdoor play. An adult and a child on the beach. Scene featuring grandmother, parents, and children.",,Søren Lund’s family life about 1925,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,TV3 Televisió de Catalunya (TVC),EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_71093E42393B457BACEA132D5C62F71E,THE SCIENCE OF TENNIS,TV3 Televisió de Catalunya (TVC),Program about tennis from a scientific perspective.,,THE SCIENCE OF TENNIS,,Divulgação de serviços e projetos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,RTV SLO,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_5BE97E5D935C48F4945141F5CB05F87B,TV JOURNAL 12/09/1970,RTV SLO,"The coastal town of Izola, a swimwear fashion show and a Miss Belvedere selection. Swimwear models for the next season.",,TV JOURNAL 12/09/1970,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,RTV SLO,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_B20FD10301214E1DBA8405E72334243A,TV JOURNAL 27/04/2006,RTV SLO,": Ljubljana: The meaning of holidays; a celebration at National Day; statements by Samo Hribar Milič from the Employers Association of Slovenia and by Dr. Janez Bogataj, ethnologist; bonfires for International Workers' Day; flags.",,TV JOURNAL 27/04/2006,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,CT,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_7C00DC03139E4F8B97BA015B68965773,TV News 29/04/1981,CT,"In 1981, popular American singer Ray Charles performed in the Great Hall of Lucerna in Prague.",,TV News 29/04/1981,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,RTV SLO,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_C09E1258818041CDB9EB1F997FB4BCF2,TV REVIEW 09/05/1963,RTV SLO,"Presenting socioeconomic conditions of students and different types of student jobs: milkman, student employees at the Institute of Statistics at RTV Ljubljana, working as builders or architects.",,TV REVIEW 09/05/1963,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,RTV SLO,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_FC8F1A3942764B609E97783616056779,TV REVIEW 14/01/1963,RTV SLO,Freshman year festivity – agronomics students in 1963.,,TV REVIEW 14/01/1963,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,RTV SLO,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_69B34226A97D45DCA8B40A2FDF2F2DB7,TV REVIEW 19/01/1963,RTV SLO,"Panoramic view of Ljubljana during the winter, preparing a firewood, housing, mother and son in the kitchen, adding firewood in cooking stove, presenting the fuel company Kurivo and lignite mine in Velenje.",,TV REVIEW 19/01/1963,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_4A57B72523F043FF8987BFBE636E43FD,The Channel tunnel becomes a reality with the joining of the French and British sites,INA,The last partition separating the English team from the French team in the Channel tunnel has been knocked down. The English and French workers exchange historic handshakes and uncork the champagne.,,The Channel tunnel becomes a reality with the joining of the French and British sites,,História e pesquisa,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,CT,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_B8167C71F5CC4F3FBB1B9ABD4E802A7D,The Czechoslovak Newsreel 1/1947,CT,Motorists in Brno have a nice Christmas tradition - traffic policemen at intersections are given trees and presents. People of Prague also joined in having that custom this year.,,The Czechoslovak Newsreel 1/1947,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,CT,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_EAEB331BC37F4EFEB36592C872083730,The Czechoslovak Newsreel 27/1976,CT,We watched the final football matches concerning the title of Europe’s Champion in Zagreb. We beat the Netherlands 3-1 in the semi-finals and Germany 5-3 in the finals in Belgrade. So our footballers became Europe’s Champion in 1976.,,The Czechoslovak Newsreel 27/1976,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,CT,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_13D4047B7E9042C4A4E9222D7F6E4421,The Czechoslovak Newsreel 28/1969,CT,American singer Ella Fitzgerald performed at two concerts in the Lucerna Palace in Prague.,,The Czechoslovak Newsreel 28/1969,,Música e performance,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,CT,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_62F7DA44E6B14DDA888D83B17EEF4142,The Czechoslovak Newsreel 50/1948,CT,"Children from Městská mateřská škola (City Kindergarten) in Prague were invited to St. Nicolas Day Party at Stěrba’s sweetshop. All of them came and were not only treated there, but St. Nicholas also gave them nice presents at the end.",,The Czechoslovak Newsreel 50/1948,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_EBD08E88BBEB40558A49FF63E81EC345,The Great Interceltic and Cornish Festivals,INA,"The Cornish Festivals at Quimper bring together the Celtic countries of Brittany, Ireland, Scotland and Wales to celebrate their friendship. They parade in the streets of the town in folk costume, to the sound of traditional music.",,The Great Interceltic and Cornish Festivals,,Exposições e eventos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_A840F16690BE4AA0930360BECDECFEBB,The Maastricht Agreements,INA,"In Maastricht, the Heads of State and Government strengthen the construction of the European Union by promoting the economic and monetary dimension.",,The Maastricht Agreements,,Apresentação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_690EB438EAFC29EA04FD1A54BDC36CEF,The Medina vs. Fernandez boxing match at the Palais des Sports,INA,"Highlights of the boxing match held on 29 November 1948 at the Palais des Sports in Paris, between Théo Medina and Luis Fernandez. Medina wins and holds onto his French championship title.",,The Medina vs. Fernandez boxing match at the Palais des Sports,,Divulgação de serviços e projetos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,Deutsche Welle,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_40A4A9A0607C47139DD86130887D3E0F,The Truth about Germany: Garden Gnomes,Deutsche Welle,"This episode of ""The Truth about Germany"" looks at the German invention and one of the most well known German products: Garden gnomes. Garden gnomes are often found in gardens and used for housing decoration, especially in Germany, Austria and Switzerland. They were originally made from burnt clay but now they are mostly made from plastic. The first Garden gnomes were introduced at the end of the 19th century in Thuringia. The traditional dwarf held a lantern, but today's Gartenzwerge wear cool sunglasses and bathing suites.",,The Truth about Germany: Garden Gnomes,,História e pesquisa,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_80455EEE686B4179A02635B8BEC2319D,The construction of the Berlin Wall,INA,Berlin is divided by a wall built in one day.,,The construction of the Berlin Wall,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,LUCE,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_F3F15AEA0E674ED48138BEAF35DCDEE7,The fashion of protest,LUCE,The reportage is about fashion in the years of young people contestation and shows a textile industry that produces clothes inspired to the fashion of dissenters,,The fashion of protest,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_DC78E3003E554CB4A208FF991A5701AF,The first flight of Concorde,INA,"On 2 March 1969, the supersonic aeroplane Concorde makes its first flight in Toulouse.",,The first flight of Concorde,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_25B8E850F54467A3F43C4A0472F56F8E,The football match between Arsenal and the Racing Club,INA,Football match at the Colombes stadium. Paris' Racing Club plays against London's Arsenal Club.,,The football match between Arsenal and the Racing Club,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_DCD21E528792411DB3A455B91CB498F0,The hippie movement,INA,"At the festival in 1971, hippies and Avignon residents express differing opinions on the presence in their streets of these young people who are challenging the established order.",,The hippie movement,,Exposições e eventos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,LUCE,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_042D97CD40EE4831ACF523D4CB2DAB96,The invention of the telephone,LUCE,The history of telephone one hundred years after its birth,,The invention of the telephone,,"Memória, narrativa e testemunho",Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,LUCE,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_9503E8D7B84D4A81A28C6BAF6EAD2422,The man on the moon,LUCE,"The reportage evocates the mission of Apollo 11 which allowed man to leave his first mark on the Moon, in 1969",,The man on the moon,,Apresentação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_D824EDFED65D45FCB1EE0059C1D0D489,The people of the Maquis (Resistance movement),INA,"Report on the groups of young Resistance fighters, members of the FFI (Forces françaises de l'intérieur - French Interior Forces), training in their camp in Cize, in the Maquis of L'Ain. This report highlights the modesty of these very young fighters and the high levels of destitution and isolation in the difficult conditions of mountain life.",,The people of the Maquis (Resistance movement),,Divulgação de serviços e projetos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,BBC,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_2675CDB28B5C4831995B6445AB32AEED,Tonight 10/10/1978,BBC,"David Jessel reports from Craigbank Secondary School, Glasgow on the use of the tawes (a leather strap) as a punishment in Scottish schools.",,Tonight 10/10/1978,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,BBC,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_8B71AFB75B2049308D10ACBF2D709170,Tonight 15/05/1964,BBC,"Cathal O'Shannon reports from Carnaby street in London. This report looks at the Mods youth cult and their view on fashion. Various vox pops with Mods and also an interview with Dave Clark, drummer of the Dave Clark Five pop group.",,Tonight 15/05/1964,,"Memória, narrativa e testemunho",Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,INA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_3050D64D220191B4A5D2255952700C58,Tour de France: the end of the Tour,INA,"Highlights of the final stages of the 1948 Tour de France. After Saarbrücken, Metz, Liège, Namur and Lille, this is the last stage: Beauvais, Saint-Cloud, Boulogne, and the arrival at the Parc des Princes. The crowd cheers the cyclists. Line Renaud offers flowers to the winner, Gino Bartali.",,Tour de France: the end of the Tour,,Visita e descoberta do arquivo,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,ORF,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_112ECC4AB1C887970FCC3AFEF824CF90,Traditional Wrestling,ORF,"The traditional wrestling, so-called „Ranggeln“, is a folksy sports game which has its origin in the Alpine region. Officially established by Archbishop Leonard von Keutschach in 1518, “Ranggeln” was a high decorated competition in which the winner gains the title of “Hogmoar”. This game was meant to settle disputes between locals.",,Traditional Wrestling,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,Deutsche Welle,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_DE401EC78C074AADB65169A9B6F6EAC9,"Traditions: Eastern, Feast of Corpus Christi, Pottenstein Festival",Deutsche Welle,Traditions in Franconian Switzerland (Bavaria) at Christian celebrations.,,"Traditions: Eastern, Feast of Corpus Christi, Pottenstein Festival",,Exposições e eventos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,Deutsche Welle,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_09EFC29DE85147959A93614F3D1A66DA,Typically German?,Deutsche Welle,"National identity and pride have been divisive issues in Germany after World War II.Being responsible for two World Wars and inconceivable atrocities, Germans had huge problems with coming to terms with the past and finding a common national feeling. The 2006 Football World Cup in Germany has changed this in a positive way.",,Typically German?,,História e pesquisa,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,TV3 Televisió de Catalunya (TVC),EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_67AEFB62EBFE4ACDA4F11BE7B26BB285,VOICES OF THE LICEU,TV3 Televisió de Catalunya (TVC),"Special news report on the inauguration of the Barcelona opera house, the Liceu. ""Voices of the Liceu"" was made to mark the reopening of the Barcelona's historic opera house, which burnt down in a fire in 1994. This one-hour documentary features the reminiscences of singers, musicians, opera house staff and opera-lovers as they explain the importance of the Liceu in their lives. Many famous singers, including Montserrat Caballé, Joan Sutherland, Alfredo Kraus and Plácido Domingo, fondly recall their early performances at the Liceu and the unique atmosphere of the opera house. The documentary includes dramatic footage of the blaze and shows how the opera house has risen from the ashes to recreate the atmosphere and decoration of the old building while providing superb modern facilities. The background to the Liceu's recent pioneering productions of the Magic Flute and The Damnation of Faust are also featured.",,VOICES OF THE LICEU,,Exposições e eventos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,CT,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_E87B8AAB0EB64FE39DF45722427D12FC,Velvet Night,CT,"Prague, 17 November 1989. An uncut record of the course of the student demonstration, which began in Albertov in Prague. Then we see the students’ march to the grave of K. H. Mácha on Vyšehrad and then to Národní třída (National Avenue). The brutal police intervention against the students follows; a wave of protests of the public rose after it, which led to the fall of the communist regime in the end.",,Velvet Night,,Formação e mediação,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,CT,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_C1527DF4811A4D1CAAA6B1AAA2337A7D,We talk about TV 06/06/1968,CT,20 years of trade in textiles and clothing. The musical commercial for fashion products from 1968 looks naive today.,,We talk about TV 06/06/1968,,Música e performance,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,DR,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_5B284559C44D4DF0AAA9214750AADF2E,When peace came to Denmark 1945,DR,On May 4th 1945 Liberation came to Denmark after five years of German occupation. Footage from that particular day and the following week.,,When peace came to Denmark 1945,,Comunicação institucional,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,RAI,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_EB759CCC0A5C402BBCE9EAE80C7AC24F,Women in power,RAI,"Suffragettes demonstrations in US streets during the early years of the XX Century, women at work in the fields and in the factories, red cross nurses during the First World War acting with the partisans during the Resistance; Italian dictator Benito Mussolini holding meetings, dancing with young women, attending the weddings of his family members, witnessing gymnastic performances of young women.",,Women in power,,Música e performance,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,BBC,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_5E5BA5FEFD764B84840694BD91C1627C,Youth cults and fashion,BBC,16 Up was a series aimed at young people. In this programme various members of youth cult groups talk about body image and fashion.,,Youth cults and fashion,,Divulgação de serviços e projetos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,ORF,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_17549995574C4E99965DB13C224FD49C,Zeit im Bild (News) 03/03/1968,ORF,"Fashionshow in a Vienna men-boutique: For the name of the collection the designers chose the movie ""Bonnie and Clyde""",,Zeit im Bild (News) 03/03/1968,,Coleções e serviços,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,NAVA,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_2D7B348270A24A908CDE4BAEE8C77EC2,Éva Vass fashion designer,NAVA,"In this programme Éva Vass, the renowned Hungarian fashion designer, is presented. At first she started with creating dresses for her dolls, later she designed clothes for numerous stars, and won with her collections in London and Milan. Nowadays she is working in Hungary. She talks about her life, her profession, her carreer and her relationship with clothes. Where does she get her inspiration from? What principles does she follow during designing? We follow her for a day to get a glimpse into the world of fabrics and the creation of costumes.",,Éva Vass fashion designer,,Divulgação de serviços e projetos,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,Deutsche Welle,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_2FE5192EFD582D995D9F73F637B4B052,„Don Giovanni“ goes techno,Deutsche Welle,"In Berlin’s E-Werk, Katharina Thalbach has directed a techno version of Mozart’s „Don Giovanni“. Her musical experiment endeavors to bring together two extremely different music styles.",,„Don Giovanni“ goes techno,,Música e performance,Agregador audiovisual europeu
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,European audiovisual aggregator,https://euscreen.eu/collections/,True,True,Deutsche Welle,EUscreen,https://www.euscreen.eu/?page_id=388&item_id=EUS_18B22E6F3586E3BF7A4FC99E39858F93,„The Naked Michelangelo“,Deutsche Welle,Ismael Ivo and George Tabori are bringing “The Naked Michelangelo” to Berlin’s Schaubühne. The pieces incorporates Michelangelo’s poems and Shostakovich’s „Suite on Verses of Michelangelo”.,,„The Naked Michelangelo“,,Comunicação institucional,Agregador audiovisual europeu
