institution,slug,country,continent,repository_code,europeana_detail_url,archive_type,external_url,website_available,content_available_in_source
Europeana,europeana,Netherlands,Europe,EU-EUROPEANA,https://www.europeana.eu/,European cultural aggregator with audiovisual records,https://www.europeana.eu/,True,True
