institution,slug,country,continent,repository_code,cinemateca_portuguesa_detail_url,archive_type,external_url,website_available,content_available_in_source
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,https://www.cinemateca.pt/,National film and moving image archive,https://www.cinemateca.pt/cinemateca-digital/video.aspx,True,True
