institution,slug,country,continent,repository_code,cinematek_detail_url,archive_type,external_url,website_available,content_available_in_source
Cinémathèque royale de Belgique / CINEMATEK,cin-math-que-royale-de-belgique-cinematek,Belgium,Europe,BE-CINEMATEK,https://cinematek.be/en/collections/film,National cinematheque and external streaming access routes,https://cinematek.be/en/collections/be-film,True,True
