institution,slug,country,continent,repository_code,crnogorska_kinoteka_detail_url,archive_type,external_url,website_available,content_available_in_source
Crnogorska Kinoteka,crnogorska-kinoteka,Montenegro,Europe,ME-CK,https://www.europeanfilmgateway.eu/content/crnogorska-kinoteka-podgorica,National film archive / cinematheque,https://kinoteka.me/,True,True
