institution,slug,country,continent,repository_code,archive_type,bnfa_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%D1%8A%20103/bnfa::701e6325c8885f890d664896219cf636,Прегледъ 103,Newsreel | спорт / селско стопанство / строителство / Sport / Art / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 103 | gênero: Newsreel | duração: 00:10:08 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=UPn5h231z1c | I. Soap factory ""Chilov"". Workshop, machines, workers. Production. Loading crates with soap in a wagon. A freight train leaves.– II. Sofia. Yunak Stadium Football match between Levski (Sofia) and Macedonia (Skopje). The audience. The game. Victory for Levski with 2:0.– III. Sofia. The statue of the lion with a memorial plaque near the monument to those killed fighting for Bulgaria near the barracks of the 1st and 6th Infantry Regiments. The new Italian Minister Plenipotentiary in Bulgaria Francesco Manelli lays a wreath. Honorary company. F. Manelli visits the Italian military cemetery near Sofia. Honorary company.– IV. Palermo, Italy. Destroyed cathedrals by American bombing during World War II. Damaged building of a primary school. Cagliari. The ruined dome of the cathedral. Statues of saints. Women pray.– V. Sofia. Houses, children playing on the street. Construction of new workers' homes near Zaharna fabrika (neighbourhood). Builders, wooden beams, stoneware pipes. View of the construction site. New streets, new...",1943,Прегледъ 103,1943-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%D1%8A%20106/bnfa::9d6fce7704f1cccc80e1ba6323bc9e87,Прегледъ 106,Newsreel | промишленост / спорт / селско стопанство / общественополитически събития / Manufacture / Sport / Agriculture / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 106 | gênero: Newsreel | duração: 00:10:15 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=1sjFBIJ-cr8 | I. The bay of the town of Balchik. View of the city. People, buildings, streets. The beach, people bathe in the sea. Rocks.– II. Leather processing factory. Raw leather processing. Workers, machines. Manual processing of the raw material.– III. Alumni of a military school in Sofia on a visit to Pernik mines. They go down to the ""St. Anna"" mine with an elevator, go to a gallery, miners dig coal. Piller with the Bulgarian flag. Competitions between schoolchildren and athletes from the city. Swimming 2000 m, freestyle, winner - Ivan Todorov. Athletics competitions - running.– IV. Welcoming Bulgarian children from Thessaloniki in the village of Boyana near Sofia. They are walking down the street. They lay flowers on the tomb of Tsaritsa Eleanore in the yard of the Boyana Church. One minute of silence.– V. View of the town of Dobrich. Horse racing. Jump over obstacles. In the audience - military and civilian. Acrobatic riding. Rewarding the winners. VI. Dobrudja - harvest with machines. Villagers collect sheaves. Transpor...",1943,Прегледъ 106,1943-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%D1%8A%20110/bnfa::bdfcfc8983c10afaa8d1b0c586b062f8,Прегледъ 110,Newsreel | общественополитически събития / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 110 | gênero: Newsreel | duração: 00:10:43 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=53IGH_0H0eU | I. Sofia. The courtyard of the Military School. Officers, non-commissioned officers, cadets and cadets swear allegiance to Simeon II. Prince Kiril arrives. He is welcomed by the Minister of Defense General Nikola Mihov and the head of the school. Prayer service. Senior military officers and Prince Kirill kneel down to pronounce the oath. Prince Kiril and General Mihov kiss the gospel, the cross and the flag. II. Brannik camp near Sofia. Members of the Brannik organization take an oath of allegiance to Simeon II. The head of the organization, Karaivanov, speaks. III. Reserve Officer Center, Sofia. The Minister of War, Lieutenant General Nikola Mihov, arrives. He inspects the parts under construction. General Mihov speaks, presents diplomas and awards to outstanding students. IV. Sofia. National Assembly. The square. Tsaritsa Joanna arrives. Enters the building. The Regents - Prince Kiril, General Nikola Mihov and Bogdan Filov enter the National Assembly. Generals, officers arrive. A word from Hristo Kalfov, Speaker of...",1943,Прегледъ 110,1943-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%D1%8A%2093/bnfa::f5d613b42256f18b9f04ce15285e3317,Прегледъ 93,Newsreel | фолклор / общественополитически събития / Folklore / Sociopolitical Events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 93 | gênero: Newsreel | duração: 00:08:54 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=wQTSiIvX_WQ | I. Budapest. A Hungarian-Bulgarian celebration.– II. Panorama of the village of Kozichino, near Pomorie. Demonstration of the folk custom ""lazaruvane"".– III. Sofia railway station. Trade minister Nikola Zahariev welcomes the Hungarian trade minister. Inspecting troops. Placing a wreath at a monument. The two men talk in N. Zahariev's office. – IV. Sofia. Celebration of May Day in front of Alexander Nevsky cathedral. Prime minister Bogdan Filov is present. Speech by trade minister Nikola Zahariev. The building of the ""Happiness""chocolate factory.",1943,Прегледъ 93,1943-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2028/bnfa::9d4664026fcf9a3c4d98d63b5d7f2ead,ПРЕГЛЕДЪ 28,Newsreel | общественополитически събития / промишленост / social and political events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 28 | gênero: Newsreel | duração: 00:07:09 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480600094 | ""I. Views from the town of Xanthi. The town square, houses, stores. // II. """"St.Spas"""" monastery in Lozengrad (Kırklareli) - camp for the Bulgarian Red Cross Youth. Preparations for mountain climbing. Ski lessons. // III. Epiphany day in Sofia. Water sanctification in front of the palace. King Boris III and high-ranking military officials exit the palace. The king inspects the troops. The king and queen Giovanna holding candles. Also present are Bogdan Filov, chairman of the National Assembly Hristo Kalfov. // The Exarch sprays the king and queen, ministers, troops and citizens with holy water. Parade of the troops. From the palace's window - young prince Simeon and Maria-Louisa watch the parade.""",1942,ПРЕГЛЕДЪ 28,1942-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2034/bnfa::b01a338c4ccdea283fbf233ffa96d6a2,ПРЕГЛЕДЪ 34,"Newsreel | спорт, образование / общественополитически събития / селско стопанство / sports / education / social and political events","Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 34 | gênero: Newsreel | duração: 00:09:44 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480597027 | ""I. Views from the city of Plovdiv. // II. Views from Kurilo village, near Sofia. A cooking course for young women. // III. Sofia. Bicycle race for the """"Elena Bakardzhieva"""" cup. Winner is R. Mitov // IV. March 1st, 1942 - celebrating the anniversary of Bulgaria joining the Tripartite Pact; Procession by young members of the fascist organization """"Brannik"""", waving flags; The procession passes by the home of Bogdan Filov. // V. Theatre """"Royal"""", Sofia - a featherweight boxing match between Zamorata and Nikola Kazakov; Welterweight boxing match Karakolev - Pirin Ivanov. // VI. """"Sherba"""" hunting farm, near the city of Shumen.""",1942,ПРЕГЛЕДЪ 34,1942-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2045/bnfa::50859bf9b9ef1eda73f6db1f2746afa9,ПРЕГЛЕДЪ 45,Newsreel | спорт / общественополитически събития / sport / social and political events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 45 | gênero: Newsreel | duração: 00:07:59 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480594105 | ""I. Sofia. Yunak Stadium. A student running competition starts. // II. """"Alexander Nevsky"""" Cathedral - view. After a prayer on the occasion of the birthday of Tsar Boris III, Bogdan Filov, ministers, diplomats, public figures and citizens leave the church. // III. Stadium. The head of the """"Brannik"""" organization speaks. // IV. Sofia airport. The Minister Plenipotentiary Count Massimo Magistrati, Bogdan Filov, foreign military attachés, politicians welcome Minister Riccardi of Italy. View of Plovdiv: hills, houses. Citizens greet Riccardi while walking down the street. """,1942,ПРЕГЛЕДЪ 45,1942-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2059/bnfa::dfddd8800a15046c9168b5a0b95096d3,ПРЕГЛЕДЪ 59,Newsreel | туризъм / строителство / tourism / construction,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 59 | gênero: Newsreel | duração: 00:11:02 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480590122 | ""I. The village of Rakitovo. Camp of the """"Brannik"""" organization. // II. """"Brannik"""" course for leaders of the organization. Camp. Tents. Motorcycling training on difficult terrain. // III. Sofia. Near the Sugar Factory. // IV. The church of the Military School. Veneration of the remains of General Danail Nikolaev. Tsar Boris III arrives. The mourning procession passes through the streets of Sofia. Before the cemetery. On film: Bogdan Filov, Exarch Stefan, ministers, foreign military attachés.""",1942,ПРЕГЛЕДЪ 59,1942-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2070/bnfa::80eb99850ae633334db77f3b3b8fcb85,ПРЕГЛЕДЪ 70,Newsreel | спорт / строителство / общественополитически събития / sport / construction / social and political events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 70 | gênero: Newsreel | duração: 00:09:22 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480586806 | ""I. Construction of a dike by the Danube river near the town of Svishtov. // II. Near the village of Asparuhovo. A course in unpowered flight of the """"Brannik"""" organization. // III. Congress of the General Union of Bulgarian Farmers, Sofia. Bogdan Filov arrives for the opening. // IV. Sofia. """"Sveta Nedelya"""" Square. The church. Prayer over the remains of Georgi Sava Rakovski. Poduyane railway station. Citizens send the train carrying the urn of Georgi Sava Rakovski. City of Plovdiv - railway station. Transportation by military car to the town of Kotel. The urn is brought to a church. """,1942,ПРЕГЛЕДЪ 70,1942-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2076/bnfa::ce800ec800ccf5145e6932572b8ee6fd,ПРЕГЛЕДЪ 76,Newsreel | образование / общественополитически събития / education / social and political events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 76 | gênero: Newsreel | duração: 00:09:00 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480583594 | ""I. Views from the town of Dupnitza. Festival of the pedagogical institute; A speech by the German ambassador Adolf Beckerle in front of students. // II. Western Thrace. Rhodope village. Consecration of the municipality building; Consecration of the town hall; Cutting of the ribbon. // III. Sofia. Slovak justice minister Gejza Fritz and Bulgarian justice minister Konstantin Partov sign a mutual legal aid and judicial protection agreement between Slovakia and Bulgaria. // IV. State theater, Sofia. Celebrating the holiday of Sofia University; Students in front of the theatre. King Boris III and queen Giovanna exit the theatre and enter a car; Students place wreaths in front of the St. Clement of Ohrid monument. // V. Training ship """"Asen"""" on the open sea. Pupils of the naval academy in Varna during practical classes. They wake up, wash the deck, raise the anchor; Lowering of a lifeboat; Disarmament of a naval mine.""",1942,ПРЕГЛЕДЪ 76,1942-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%2058/bnfa::f2409f7573011c7e3200e02999c4e7c6,Преглед 58,Newsreel | история / туризъм / етнография / общественополитически събития / History / Tourism / Ethnography / Sociopolitical Events,Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 58 | gênero: Newsreel | duração: 00:09:14 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=nIcKm8WHyIg | I. Ardino.– II. Red Cross camp in the village of Zagrazhden.– III. Svishtov - the port.– IV. Davidkovo village - memorial service for those who died in the Ilinden Uprising.– V. In a Macedonian village - pre-wedding rites.– VI. Labor troops camp.,1942,Преглед 58,1942-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%D1%8A%2027/bnfa::183f252a48f6af28ffd32a8dfa004760,Прегледъ 27,Newsreel | спорт / образование / здравеопазване / Sports / Education / Healthcare,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 27 | gênero: Newsreel | duração: 00:08:59 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=FBMvEAyWJaw | I. Sofia. Consecration of the building of the new ""Ivan Denkoglu"" school. Exarch Stephen was present. Bust of Denkoglu in the school yard. – II. Lyulin Mountain. Skiers go down a slope. – III. Sofia. ""Sveta Nedelya"" square. Christmas tree bazaar. – IV. Sofia. ""Levski"" stadium. Match between the military team of Vienna and the combined team of Sofia. Result 3:3. – V. ""Princess Evdokia"" Orphanage in Sofia. Christmas tree decorated with toys and garlands. Children and nuns in salon. Queen Joanna and Princess Eudokia arrive for the celebration. The children sing, offer flowers to the queen and Eudokia. They present the scenes ""Nativity"" and ""The Child's Dream"". The children with the gifts they received. – VI. A bank. Members of the Workers' Union lay a wreath at the German War Cemetery. They give out gifts to wounded German soldiers being treated at the local hospital. – VII. Christmas at the Sofia Workers' Hospital. Christmas tree. The Chairman of the Workers' Union spoke. A children's dance group from ""Work and Joy"" dan...",1942,Прегледъ 27,1942-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%D1%8A%2031/bnfa::f2684cbe383810c2d18af485742459ea,Прегледъ 31,Newsreel | култура / здравеопазване / Culture / Healthcare,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 31 | gênero: Newsreel | duração: 00:08:33 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=B_7KPeyJOT8 | I. Thrace. Views from the city of Ser.Buildings, the main square, a hill;– II. 15th art exhibition of the National Gallery of Art, Sofia. Paintings and sculptures. A bust of Bogdan Filov. Patrons viewing the exhibition; – III. Winter in Sofia. ""Alexander Nevsky"" Cathedral. The monument to Russian emperor Alexander II. Boris' Garden. A sleigh with two horses passes through a snow-covered forest;– IV. The old and new psychiatric clinic in Sofia. The buildings and corridors; – V. The Sofia railway station. The Bulgarian Red Cross sends a sanitary train to the Eastern front. Loading chests in a waggon. A representative of the German army greets the doctors. People at the station see the train off;",1942,Прегледъ 31,1942-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9A%D0%B8%D0%BD%D0%BE%D0%BF%D1%80%D0%B5%D0%B3%D0%BB%D0%B5%D0%B4%203/bnfa::55774da5ffb352422eb596f552cd3fb1,Кинопреглед 3,Newsreel | политика / Politics,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: Newsreel 3 | gênero: Newsreel | duração: 00:11:35 | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://www.youtube.com/watch?v=vROVQ3LyyEY | I. Sofia. Session of the National Assembly. Enter the members of the Presidium. Dobri Bozhilov, Bogdan Filov. Speech of Prime Minister Bogdan Filov on the occasion of Bulgaria's accession to the Tripartite Pact. II. Sofia. The square in front of St. Alexander Nevsky Cathedral. Senior military officers, foreign military attachés, the members of the Council of Ministers, headed by Bogdan Filov, come out of the temple. Minister of War General Teodosi Daskalov inspects representative units of the capital's garrison. III. Ohrid. People on the street. Bulgarian military units, led by a military band, enter the city. Bulgarian and German senior military officers, citizens. General Siegmund Wilhelm Walther von List speaks, announcing the surrender of the city by the German troops to the Bulgarian authorities. Removing the fascist flag from a pylon... Bulgarian troops take the place of the German units. Raising of the Bulgarian flag in the name of Tsar Boris III. he square. Prayer service. Parade of German and Bulgarian militar...",1941,Кинопреглед 3,1941-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%201/bnfa::5b87ffb1003b62800c29654bf1ae5b85,ПРЕГЛЕДЪ 1,Newsreel | общественополитически събития / social and political events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 1 | gênero: Newsreel | duração: 00:05:31 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: Without sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480564833 | ""I. King Boris III - talks and shakes hands with citizens; stаnds next to a monument. Prime Minister Bogdan Filov talks to an officer next to a car; """"Alexander Nevsky"""" cathedral; people at the square in front of the """"St. Sofia"""" church. Military officers and students in line. At the steps of the cathedral - military officers and high-ranking officials. the officers report. Inspection of the military. Officers and officials walk to the Grand Assembly building. Laying of a wreath in front of the """"King Liberator"""" monument. // II. A salon. A male choir sings. The conductor. The audience is standing up. Lottery numbers spinning in metal spheres. Announcing the winning numbers on a board. // III. Men and women going over documents. A man speaks. A diagram, showing the amount of pipes laid from 1934 to 1940.""",1941,ПРЕГЛЕДЪ 1,1941-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2012/bnfa::82fb07c805e12106a85a6f40d04e6e75,ПРЕГЛЕДЪ 12,Newsreel | общественополитически събития / промишленост / social and political events / agriculture,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 12 | gênero: Newsreel | duração: 00:08:47 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480550784 | ""I. A visit from Berlin mayor Ludwig Steeg to Sofia. // II. Eliseyna village - a celebration is thrown for the resumed work in """"Plakalnitza"""" mine. // III. Prime minister Dobri Bozhilov, the mayor of Vidin and representative Ivan Petrov inspect a dike near the Danube river. // IV. A fortified tower and walls from 1-2 century AD, in the town of Kulata. // V. Gramada village - villagers welcome prime minister Dobri Bozhilov. Women in traditional dress bring him flowers. // VI. Sofia - members of the Hungarian economic delegation bring flower wreaths to the memorial for the fallen Bulgarian soldiers. They arrive in Pernik in a bus. The chief director of the Pernik mines welcomes the guests. Miners enter a mine shaft.""",1941,ПРЕГЛЕДЪ 12,1941-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%2018/bnfa::764e80755553a5235f007455033b3b49,ПРЕГЛЕДЪ 18,Newsreel | спорт / общественополитически събития / sports / social and political events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 18 | gênero: Newsreel | duração: 00:05:00 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: With sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480548209 | ""I. Sofia. """"Alexander Nevsky"""" square. Celebrating the day of Bulgarian scholars and enlighteners. A public prayer. Prime Minister Bogdan Filov is present. A student choir sings. Manifestation of students and youth members of the fascist """"Brannik"""" organisation. // II. Sofia. Football game at the """"Yunak"""" stadium between the teams of Berlin and Sofia. Present are German Plenipotentiary Minister Adolf Beckerle, Ministers Ivan Goranov and Petar Grabrovsky. // III. A group of Spanish journalists visit Sofia on their way back from the Eastern front. Sofia train station - welcoming of the journalists. They are present at the celebration at the """"Alexander Nevsky"""" square. // IV. German Minister of Finance - Johann Ludwig von Krosigk visits Sofia. He shakes hands with Minister Dobri Bozhilov. """,1941,ПРЕГЛЕДЪ 18,1941-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bulgarian National Film Archive,bulgarian-national-film-archive,Bulgaria,Europe,BG-BNFA,National film archive,http://bnf.bg/,True,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,European Film Gateway,https://www.europeanfilmgateway.eu/detail/%D0%9F%D0%A0%D0%95%D0%93%D0%9B%D0%95%D0%94%D0%AA%202/bnfa::f5cbc267abe9b46af02de4f2968a3fe8,ПРЕГЛЕДЪ 2,Newsreel | общественополитически събития / social and political events,"Ficha pública da Bulgarian National Film Archive no European Film Gateway. | título alternativo: NEWSREEL 2 | gênero: Newsreel | duração: 00:09:25 | coleção: Pre-Socialist Newsreels | produtora: Bulgarsko Delo | cor: Black & White | som: Without sound | direitos: In Copyright - Educational Use Permitted / Bulgarian National Film Archive | fonte de mídia: https://vimeo.com/480560741 | ""I. People at the square in front of the """"Alexander Nevsky"""" cathedral, holding flags and signs, portraits of King Boris III and Adolf Hitler. Girls in traditional dress lay a wreath in front of a monument. // II. A citizen procession near the Grand Assembly building and the """"King Liberator"""" monument. People holding bulgarian and fascist flags, portraits of King Boris III and Hitler. The procession continues down the boulevard. King Boris III greets the procession. // III. Soldiers with pickaxes breaking a border rock. A sign reading """"Bulgarie"""" in latin alphabet. A railway track. A train station. A bunker. Barbed wire. // IV. Half-demolished buildings, broken doors and windows, people clearing up debris. A soldier connects the wires on an electrical power pole. A train crosses the border. // V. Tzaribrod (Dimitrovgrad, Serbia) A soldier writes """"Sava G. Miloshev"""" on a wall. Signs painted on houses: """"Petar Bonev - baker"""", """"M. Rangelov - cloth maker"""". People on the street are hugging and s...",1941,ПРЕГЛЕДЪ 2,1941-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
