dataset,observation_key,snapshot_generated_at,institution,slug,repository_code,signal_type,signal_level,first_seen_at,last_seen_at,rounds_since_last_seen,consecutive_unavailable_observations,previous_integrity_status,current_integrity_status,previous_video_links,current_video_links,note
european-film-gateway,european-film-gateway:2026-05-18T17:27:52Z,2026-05-27T16:48:04Z,European Film Gateway,european-film-gateway,EU-EFG,indisponibilidade_digital_reincidente,moderado,2026-05-18T17:18:59Z,2026-05-27T16:48:04Z,0,2,instavel,instavel,0,0,"A instituição segue presente, mas acumula indisponibilidade digital em observações consecutivas, o que merece atenção como risco de apagamento ou retração pública."
