dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
bnfa,bnfa:2026-06-15T18:24:18Z,2026-06-15T18:24:18Z,,scripts/run_bnfa_pipeline.py,Bulgarian National Film Archive,bulgarian-national-film-archive,BG-BNFA,Bulgaria,Europe,National film archive,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,europeanfilmgateway.eu,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por agregador audiovisual europeu,168,168,196,https://www.europeanfilmgateway.eu/search-efg/bnfa
bnfa,bnfa:2026-06-15T18:31:25Z,2026-06-15T18:31:25Z,,scripts/run_bnfa_pipeline.py,Bulgarian National Film Archive,bulgarian-national-film-archive,BG-BNFA,Bulgaria,Europe,National film archive,True,https://www.europeanfilmgateway.eu/search-efg/bnfa,europeanfilmgateway.eu,ok,200,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por agregador audiovisual europeu,168,168,196,https://www.europeanfilmgateway.eu/search-efg/bnfa
