institution,slug,country,continent,repository_code,archive_type,eye_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/als-het-verleden-spreekt,... Als het verleden spreekt,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/105%20Als%20het%20verleden%20spreekt%2012134_0.JPG?itok=t-PLlgw_,,... Als het verleden spreekt,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/and-a-table,...And a Table,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/afbeeldingen/collectie_redactioneel/flm130071_and_a_table_1.jpg?itok=h5qgGvY2,,...And a Table,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/1-april-viering-in-een-grote-stad,1 April viering in een grote stad,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/1_april_viering_in_een_grote_stad_1922_flm138_02.25_0.png?itok=LN5O48z4,,1 April viering in een grote stad,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/de-1-mei-viering-van-de-sdap,"1 Mei viering van de SDAP, De",film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/1_mei_viering_van_de_sdap_1920_filmid149_02.34.jpg?itok=5TY6r2nJ,,"1 Mei viering van de SDAP, De",,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/25-jarig-regeringsjubileum-van-koningin-wilhelmina,25-Jarig regeringsjubileum van koningin Wilhelmina,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/25-jarig_regeringsjubileum_van_koningin_wilhelmina_1923_filmid416_00.56.jpg?itok=_P2pNqSt,,25-Jarig regeringsjubileum van koningin Wilhelmina,,"Cinejornal, atualidades e história pública",Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/het-25-jarig-bestaan-der-vereeniging-tot-bevordering-van-het,"25-jarig bestaan der Vereeniging tot Bevordering van het Vreemdelingenverkeer van Leeuwarden en omstreken, donderdag 25 mei 1922, Het",film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/419%2025-jarig%20bestaan%20der%20Vereeniging%20tot%20Bevordering%2016146_0.JPG?itok=FhhgT5ed,,"25-jarig bestaan der Vereeniging tot Bevordering van het Vreemdelingenverkeer van Leeuwarden en omstreken, donderdag 25 mei 1922, Het",,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/5e-episode,5e Episode,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/afbeeldingen/collectie_redactioneel/flm613_5e_episode_1.jpg?itok=dW4wiJVb,,5e Episode,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/a-pretty-dutch-town,"A Pretty Dutch Town, A",film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/afbeeldingen/collectie_redactioneel/flm136225_pretty_dutch_town_fo0410917_0.png?itok=aFkiPk1O,,"A Pretty Dutch Town, A",,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/aankomst-circus-carr%C3%A9,Aankomst Circus Carré,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/900%20Aankomst%20circus%20carre%200213_0.JPG?itok=zE3ErC_I,,Aankomst Circus Carré,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/aankomst-der-vredesconferentie-te-haarlem-4-juni-1899,"Aankomst der vredesconferentie te Haarlem, 4 juni 1899",film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/photo52448_0.jpg?itok=qEIxyJ4m,,"Aankomst der vredesconferentie te Haarlem, 4 juni 1899",,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/aankomst-van-hm-de-koningin-ter-opening-der-staten-generaal,Aankomst van H.M. de Koningin ter opening der Staten-Generaal,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/968%20Aankomst%20der%20koningin%203172_0.JPG?itok=tjSMaRIL,,Aankomst van H.M. de Koningin ter opening der Staten-Generaal,,"Cinejornal, atualidades e história pública",Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/aankomst-van-mie-en-ko-te-hilversum,Aankomst van Mie en Ko te Hilversum,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/981%20Aankomst%20Mie%20en%20Ko%207826_0.JPG?itok=d91JJOEB,,Aankomst van Mie en Ko te Hilversum,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/aankomst-van-paul-kruger-te-amsterdam,Aankomst van Paul Kruger te Amsterdam,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/afbeeldingen/collectie_redactioneel/aankomst_van_paul_kruger_in_amsterdam_1900_flm103560_0.png?itok=_UC861KO,,Aankomst van Paul Kruger te Amsterdam,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/achter-de-wolken-schijnt-de-zon,Achter de wolken schijnt de zon,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/1241%20achter%20de%20wolken%2011047_0.JPG?itok=3CdK1clQ,,Achter de wolken schijnt de zon,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/afrikaans-avontuur-0,Afrikaans avontuur,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/afbeeldingen/collectie_redactioneel/1411075874_afrikaans_avontuur-01.jpg?itok=dvfZYvOI,,Afrikaans avontuur,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/after-the-colours,After the Colours,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/afbeeldingen/collectie_redactioneel/flm124847_after_the_colors_1.jpg?itok=RhyYb0v8,,After the Colours,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/de-afwezige,"Afwezige, De",film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/photo50210_0.jpg?itok=DSFeWZqb,,"Afwezige, De",,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/alarm-brand,Alarm Brand,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/afbeeldingen/collectie_redactioneel/alarm_brand_1936_flm1946_2_1_0.png?itok=KD0toMiw,,Alarm Brand,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/alexandra,Alexandra,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/photo52812_0.jpg?itok=Un1BB8Xh,,Alexandra,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/along-the-road-1-motordrive,Along the Road 1: Motordrive,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Along the Road 1: Motordrive,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/along-the-road-2-passing-by,Along the Road 2: Passing By,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Along the Road 2: Passing By,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/along-the-road-3-on-your-own,Along the Road 3: On Your Own,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Along the Road 3: On Your Own,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/along-the-road-4-walls,Along the Road 4: Walls,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Along the Road 4: Walls,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/along-the-road-5-no-rush,Along the Road 5: No Rush,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Along the Road 5: No Rush,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/along-the-road-6-points-of-view,Along the Road 6: Points of View,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Along the Road 6: Points of View,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/along-the-road-7-untitled,Along the Road 7: Untitled,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Along the Road 7: Untitled,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/along-the-road-8-bridges,Along the Road 8: Bridges,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Along the Road 8: Bridges,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/along-the-road-9-in-a-dream,Along the Road 9: In a Dream,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Along the Road 9: In a Dream,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/de-ambachtsheerlijkheid-rijswijk,"Ambachtsheerlijkheid Rijswijk, De",film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/57216%20Ambachtsheerlijkheid%20Rijswijk%2011333_0.JPG?itok=5kduYoN3,,"Ambachtsheerlijkheid Rijswijk, De",,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/amorira,Amorira,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/photo56762_0.jpg?itok=y2PB16E1,,Amorira,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/amsterdam-0,Amsterdam,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player.,,Amsterdam,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/amsterdam-oud-0,Amsterdam (Oud),film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/amsterdam_oud_1921_flm2977_06.50.png?itok=O_e8R22b,,Amsterdam (Oud),,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
Eye Filmmuseum,eye-filmmuseum,Netherlands,Europe,NL-EYE,National film museum with public film-fragment catalogue,https://www.eyefilm.nl/en/collection/research,True,True,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/all/all?f%5B0%5D=field_cm_media_filter%3Awith%20film%20fragment,Eye Filmdatabase,https://filmdatabase.eyefilm.nl/en/collection/film-history/film/amsterdam-artisten-van-de-film-woningnood-op-een-uitstapje-naar,Amsterdam artisten van de film 'Woningnood' op een uitstapje naar Volendam,film fragment; Dutch film history; Eye Filmdatabase,Ficha pública do Eye Filmdatabase filtrada por registros com fragmento de filme. | A listagem oficial declara presença de film fragment; a ficha é o local público do player. | thumbnail: https://filmdatabase.eyefilm.nl/files/filmdatabase/styles/220_260_manual_crop/public/collectie/collectiefotos/2996%20Amsterdam%20artisten%20van%20de%20film%208492_0.JPG?itok=fIEzr0DG,,Amsterdam artisten van de film 'Woningnood' op een uitstapje naar Volendam,,Registro audiovisual em arquivo fílmico,Arquivo audiovisual institucional
