institution,slug,country,continent,repository_code,archive_type,cnc_aff_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Explosions%20de%20Toulon%20:%20premi%C3%A8re%20exp%C3%A9rience/cnc::742243200c9cde677203f14a4b4663a8,Explosions de Toulon : première expérience,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / EFG1914 / World War I / Armée; Armement; Equipement militaire; Explosion; Guerre 1914-1918; Innovation; Invention","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Toulon Explosions: First Experiment | gênero: n/a | duração: 00:11:56 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/53396.html | The department of inventions, studies, and technical experiments on powders and explosives carries out test explosions off Toulon. The technical and scientific team prepares the experiment aboard a boat. The materials are brought further offshore by a fishing boat, and then the explosions take place. Once the experiment is over, the materials are brought back aboard and the damage is assessed;",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Exp%C3%A9riences%20%C3%A0%20St%20Cyr%20:%20Cerf-volant%20et%20saucisse/cnc::7de941750bfe2695e0ef5c1bebc6195b,Expériences à St Cyr : Cerf-volant et saucisse,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / Air warfare / EFG1914 / World War I / Aéronautique; Guerre 1914-1918; Innovation; Invention","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: St. Cyr Experiments: Kite and Sausage | gênero: n/a | duração: 00:02:14 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/25313.html | The Higher Invention Committee attends kite flying and watches an airship in the sky.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Front%20russe/cnc::200d22ee6330ebb99861eaa70012a6f9,Front russe,"n/a | World War, 1914-1918 -- Russia / EFG1914 / World War I / Artillerie ; Canon ; Front russe ; Guerre 1914-1918","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Russian Front | gênero: n/a | duração: 00:03:33 | coleção: Collection du Département de la Charente | direção: Unknown | cor: Tinted / Toned / Hand coloured | som: Without sound | direitos: In Copyright / Département de la Charente | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/30157.html | On the Russian front, soldiers move a cannon, load it under the supervision of their superior, then fire it. In the ""observatory,"" a group of officers observe the outcome in the valley.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Le%20Hangar%20gonflable/cnc::348c1c7b779a540313b93d26a38de15b,Le Hangar gonflable,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / World War, 1914-1918 -- Equipment and supplies / EFG1914 / World War I / Armée; Equipement militaire; Guerre 1914-1918; Hangar; Innovation; Invention","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: The Inflatable Hangar | gênero: n/a | duração: 00:04:19 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/31410.html | The Invention Department tests Gabriel Voisin's inflatable hangar. Inflatable in less than one minute, it is submitted to military authority for use by soldiers. When inflated, a huge tarpaulin connected to a device takes the shape of an arched hangar. A man hoists himself up to test its resistance. It can be carried by just eight men and quickly deflated.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Le%20Tank%20du%20lieutenant%20Breton/cnc::0be5dea64d53775edd4fa73bbb7645b4,Le Tank du lieutenant Breton,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / World War, 1914-1918 -- Tank warfare / EFG1914 / World War I / Equipement militaire; Guerre 1914-1918; Innovation; Invention","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Lieutenant Breton's Tank | gênero: n/a | duração: 00:02:00 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/65766.html | As part of a Higher Committee organized by the Invention Department, mechanics attach a wheel then couple a gun to Lieutenant Breton's tank.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Les%20Lance-flammes/cnc::4f8aeba5731f974c900b7077540f46ff,Les Lance-flammes,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / EFG1914 / World War I / Armée; Equipement militaire; Guerre 1914-1918; Innovation; Invention; Lance-flammes","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Flame-Throwers | gênero: n/a | duração: 00:05:09 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/37625.html | Jules-Louis Breton and the members of the Invention Department Studies and Technical Experiments Section attend flame-thrower tests in a field and in a trench.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Lunettes%20sous-marines/cnc::36f4c954e2767ae46fdd8efebb8d63ef,Lunettes sous-marines,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / Submarine warfare / EFG1914 / World War I / Armée; Equipement militaire; Guerre 1914-1918; Innovation; Invention; Périscope; Sous-marin","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Underwater Goggles | gênero: n/a | duração: 00:03:58 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/62790.html | Aboard a small boat pulled by a tugboat in the Toulon harbor, Jules-Louis Breton and some members of the Invention Department Technical Engineering Committee try out underwater goggles to find a submarine at 20 meters (over 65 feet) deep.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Mitrailleuse%20contre%20tank/cnc::23fcd703f8743c4e0307b91f7d891e18,Mitrailleuse contre tank,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / World War, 1914-1918 -- Tank warfare / EFG1914 / World War I / Armée; Armement; Artillerie; Equipement militaire; Guerre 1914-1918; Innovation; Invention","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Machine Gun vs Tank | gênero: n/a | duração: 00:02:18 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/43850.html | In a field, soldiers, officers, civilians, and Jules-Louis Breton, members of the Invention Department Committee, study different types of machine guns designed to be fired at tanks.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Montgeron%20lance%20tracts/cnc::c0721141988be60673ea369b51bd051d,Montgeron lance tracts,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / EFG1914 / World War I / Armée; Armement; Equipement militaire; Guerre 1914-1918; Innovation; Invention","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Montgeron leaflet distributor | gênero: n/a | duração: 00:08:57 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/43857.html | The Higher Invention Committee studies several pamphlet distribution tactics.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,"https://www.europeanfilmgateway.eu/detail/Montgeron,%20transport%20de%20munitions/cnc::580fa6e94f767f0922316f03e8ff343c","Montgeron, transport de munitions","n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / EFG1914 / World War I / Armée; Equipement militaire; Guerre 1914-1918; Innovation; Invention","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Montgeron, Ammunition Transport | gênero: n/a | duração: 00:04:38 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/43858.html | In a field, soldiers, officers, civilians and Jules-Louis Breton, members of the Invention Department Committee, study the manoeuvrability of military equipment used to transport ammunition.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Obus%20%C3%A0%20flamme%20d'ogive%20Chilowsky/cnc::f689b2967fca1c70bd88877205cdab02,Obus à flamme d'ogive Chilowsky,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / EFG1914 / World War I / Armée; Armement; Artillerie; Equipement militaire; Guerre 1914-1918; Innovation; Invention","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Chilowsky's shrapnel | gênero: n/a | duração: 00:04:06 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/47054.html | The Higher Invention Committee examines the Chilowsky shrapnel to increase the power of projectiles.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Obusier%20240%20mm/cnc::be41c53040898a26689ce3c9b5bfb3eb,Obusier 240 m/m,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / World War, 1914-1918 -- Trench warfare / EFG1914 / World War I / Armée; Armement; Canon; Equipement militaire; Guerre 1914-1918; Innovation; Invention; Obusier","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: 240mm Trench Mortar | gênero: n/a | duração: 00:07:27 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/47056.html | A group of officers and civilians attends the assembly and test-firing of the 240mm Trench Mortar.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Oncle%20Sam/cnc::28fcb2cd020cdc5ce5281af0a13c740f,Oncle Sam,"Animated Film | World War, 1914-1918 -- United States / World War, 1914-1918 -- Caricatures and cartoons / EFG1914 / World War I / Etats-Unis ; Guerre 1914-1918 ; Propagande","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Uncle Sam | gênero: Animated Film | duração: 00:02:43 | coleção: Centre national du cinéma et de l'image animée - CNC << Back to search results | direção: Unknown | cor: Tinted / Toned / Hand coloured | som: Without sound | direitos: In Copyright | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/143873.html | A man is drawing Uncle Sam sitting on a pile of bags filled with dollar bills. Little by little, modeling clay starts to replace the drawing. Dark clouds form near him and take the shape of an intimidating German soldier. Uncle Sam stands up and fires several shots. The German soldier then becomes an American flag and the dollar bags are turned into artillery shells. American soldiers march by, then a warship fires a cannon in front of Uncle Sam, who is standing to attention.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Tir%20contre%20torpilles/cnc::83512a8b3c11391b5bc0a75e9bcf6fdc,Tir contre torpilles,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / Submarine warfare / EFG1914 / World War I / Armée; Armement; Equipement militaire; Guerre 1914-1918; Innovation; Invention","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Firing at Torpedos | gênero: n/a | duração: 00:03:55 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/65776.html | The Higher Invention Committee attends anti-torpedo test-firing beside a lake.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Transporteur%20funiculaire/cnc::07cd87245de09660ba580c24526502a4,Transporteur funiculaire,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / World War, 1914-1918 -- Transportation / EFG1914 / World War I / Equipement militaire; Funiculaire; Guerre 1914-1918; Innovation; Invention; Transport","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Funicular Transporter | gênero: n/a | duração: 00:03:43 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/69075.html | During the war, from 1914 to 1918, a cable-operated funicular railway built by the company Etcheverry is loaded with boxes of ammunition and tested in the open countryside at ground level and over water.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Vincennes%20:%20Destruction%20de%20r%C3%A9seaux%20de%20fils%20barbel%C3%A9s%20par%20tracteur%20Latil/cnc::2bd9b8ac2ade23ef4279e3f433223c67,Vincennes : Destruction de réseaux de fils barbelés par tracteur Latil,"n/a | World War, 1914-1918 -- France / World War, 1914-1918 -- Technology / EFG1914 / World War I / Armée; Barbelé; Equipement militaire; Guerre 1914-1918; Innovation; Invention; Tracteur","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Vincennes: Destruction of Barbed-Wire Networks by Latil Tractor | gênero: n/a | duração: 00:10:22 | coleção: CNRS | direção: La Section de Cinématographie Technique de la Direction des Inventions | produtora: Direction des Inventions, des Etudes et des Expériences techniques | cor: Black & White | som: Without sound | direitos: In Copyright / CNRS | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/72184.html | In Vincennes, the members of the Studies and Technical Experiments section of the Invention Department attend the test destruction of barbed-wire networks by a Latil tractor. In a meadow on the outskirts of a forest, soldiers install a complex system of barbed-wire and wooden stakes. A rope, surrounding it all, is attached to the pully of a Latil tractor and destroys the setup. The section members observe the result.",1917? ?
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,"https://www.europeanfilmgateway.eu/detail/A%20Verdun,%20le%20terrain%20reconquis/cnc::de6c465138898a6af44afa4e6e303809","A Verdun, le terrain reconquis","Newsreel | World War, 1914-1918 -- France / Infantry / EFG1914 / World War I / Guerre 1914-1918 ; Revue militaire ; Tir d'artillerie","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Reconquered Land in Verdun | gênero: Newsreel | duração: 00:05:23 | coleção: Collection du Département de la Charente | direção: Unknown | produtora: SPCA - Section Photographique et Cinématographique de l'Armée | cor: Black & White | som: Without sound | direitos: In Copyright / Département de la Charente | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/6079.html | After a panorama of the village of Fleury, a 75 mm battery takes some shots. An infantry makes headway in the countryside. Then, English generals inspect a battalion of chasseurs à pied (light infantrymen).",1917
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Arriv%C3%A9e%20d'ouvriers%20chinois/cnc::080a936acf911c1be56bb03bb993ca40,Arrivée d'ouvriers chinois,"Documentary | World War, 1914-1918 -- France / World War, 1914-1918 -- War work / EFG1914 / World War I / Chinois ; Effort de guerre ; Guerre 1914-1918 ; Ouvrier","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Arrival of Chinese Workers | gênero: Documentary | duração: 00:01:22 | coleção: Albert-Kahn musée et jardin départementaux - Département des Hauts-de-Seine | direção: Unknown | cor: Black & White | som: Without sound | direitos: In Copyright / Albert-Kahn musée et jardin départementaux - Département des Hauts-de-Seine | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/K_79068.html | In 1917, Chinese workers who have come to France to support the Allies in the war effort, move forward in a line then disperse, as some civilians look on.",1917
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Battle%20of%20Arras/cnc::37a3a852020e38c369bf0fd1616b2d43,Battle of Arras,"Newsreel | World War, 1914-1918 -- Great Britain / Infantry / World War, 1914-1918 -- Trench warfare / EFG1914 / World War I / Armée Grande-Bretagne; Arras; Bataille; Brancardier; Guerre 1914-1918","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Battle of Arras | gênero: Newsreel | duração: 00:05:32 | coleção: Centre national du cinéma et de l'image animée - CNC | produtora: Total Film Company | cor: Black & White | som: Without sound | direitos: In Copyright | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/213693.html | In 1917, the King's Liverpool soldiers and the King's Own Shropshire Light Infantry advance toward the front lines to take position. Stretcher-bearers attempt to cross a trench.",1917
Centre national du cinéma et de l'image animée - Archives françaises du film,centre-national-du-cin-ma-et-de-l-image-anim-e-archives-fran-aises-du-film,France,Europe,FR-CNC-AFF,National film archive,https://www.cnc.fr/a-propos-du-cnc/directions-et-services/direction-du-patrimoine-cinematographique,True,True,https://www.europeanfilmgateway.eu/search-efg/Centre%20nationale%20du%20cin%C3%A9ma%20CNC,European Film Gateway,"https://www.europeanfilmgateway.eu/detail/Cavaliers,%20enterrement%20d%C3%A9cor%C3%A9%20et%20foyer%20du%20soldat/cnc::327273397ee1bcde7e618ceb8ef2ec6a","Cavaliers, enterrement décoré et foyer du soldat","Documentary | World War, 1914-1918 -- France / Military funerals / EFG1914 / World War I / Défilé militaire ; Enterrement ; Guerre 1914-1918 ; Paris","Ficha pública de Centre national du cinéma et de l'image animée - Archives françaises du film no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Cavalrymen, Burial, and Soldier's Home | gênero: Documentary | duração: 00:04:17 | coleção: Albert-Kahn musée et jardin départementaux - Département des Hauts-de-Seine | direção: Unknown | cor: Black & White | som: Without sound | direitos: In Copyright / Albert-Kahn musée et jardin départementaux - Département des Hauts-de-Seine | ver também: http://lise.cnc.fr/Internet/ARemplir/parcours/EFG1914/pages_FR/K_78895.html | In Paris in 1917, cavalrymen march in the streets, a family follows a loved one's casket, Parisians bury Mr. Liard, and a soldier stands in front of a home.",1917
