institution,slug,country,continent,repository_code,archive_type,efg_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
European Film Gateway,european-film-gateway,Europa,Europe,EU-EFG,European film and audiovisual aggregator,https://www.europeanfilmgateway.eu/,False,False,https://www.europeanfilmgateway.eu/,europeanfilmgateway.eu,erro,,instavel,https://www.europeanfilmgateway.eu/,0,0,3,media,"Corpus europeu especializado incorporado com protocolo próprio. Quando a superfície pública falha ou bloqueia a sondagem simples, isso permanece registrado como instabilidade de acesso, não como ausência de acervo audiovisual.","HTTPSConnectionPool(host='www.europeanfilmgateway.eu', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.europeanfilmgateway.eu', port=443) at 0x2487ac94d90>, 'Connection to www.europeanfilmgateway.eu timed out. (connect timeout=12)')); HTTPSConnectionPool(host='www.europeanfilmgateway.eu', port=443): Max retries exceeded with url: /search-efg?searchString=film (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.europeanfilmgateway.eu', port=443) at 0x2487b137a90>, 'Connection to www.europeanfilmgateway.eu timed out. (connect timeout=12)')); HTTPSConnectionPool(host='www.europeanfilmgateway.eu', port=443): Max retries exceeded with url: /search-efg?searchString=video (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.europeanfilmgateway.eu', port=443) at 0x2487b149010>, 'Connection to www.europeanfilmgateway.eu timed out. (connect timeout=12)'))",0,0,Indisponível,Indisponível: instável (timeout ou falha de carregamento),Site indisponível para verificação,Indisponíveis,,Não verificável
