institution,slug,country,continent,repository_code,filmoteca_espanola_detail_url,archive_type,external_url,website_available,content_available_in_source
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://filmo.platfo.es/pages/home,True,True
