institution,slug,country,continent,repository_code,archive_type,cinemateca_portuguesa_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Cinemateca Portuguesa - Museu do Cinema,cinemateca-portuguesa-museu-do-cinema,Portugal,Europe,PT-CINEMATECA,National film and moving image archive,https://www.cinemateca.pt/,True,True,https://www.cinemateca.pt/cinemateca-digital/video.aspx,cinemateca.pt,ok,200,integro,https://www.cinemateca.pt/cinemateca-digital/video.aspx,50,20,30,False,"Corpus incorporado pelo recorte público `Cinemateca Digital > Vídeo`. A plataforma declara mais de 1700 filmes online e a paginação observada indica 177 páginas. O MVP materializa 50 fichas em até 5 páginas de listagem e enriquece até 20 fichas detalhadas, sem baixar mídia e sem afirmar exaustividade do acervo.",
