institution,slug,country,continent,repository_code,filmmuseum_dusseldorf_detail_url,archive_type,external_url,website_available,content_available_in_source
Filmmuseum Düsseldorf,filmmuseum-d-sseldorf,Germany,Europe,DE-FILMMUSEUM-DUSSELDORF,https://filmmuseum-duesseldorf.de/forschung/audiovisuelles-archiv,Film museum archive with public metadata catalogue and restricted media access,https://emuseum.duesseldorf.de/collections/56457/audiovisuelle-dokumente-zu-dusseldorf,True,True
