dataset,observation_key,snapshot_generated_at,institution,slug,repository_code,signal_type,signal_level,first_seen_at,last_seen_at,rounds_since_last_seen,consecutive_unavailable_observations,previous_integrity_status,current_integrity_status,previous_video_links,current_video_links,note
filmoteca_espanola,filmoteca_espanola:2026-07-16T19:37:57Z,2026-07-16T19:37:58Z,Filmoteca Española,filmoteca-espa-ola,ES-FILMOTECA-ESPANOLA,ausencia_na_rodada_atual,atencao,2026-07-16T19:34:10Z,2026-07-16T19:34:10Z,1,0,integro,,344,0,"A instituição apareceu em observações anteriores, mas não foi encontrada na rodada atual. Isso pode indicar retirada, fusão, reclassificação ou possível extinção do registro."
