dataset,observation_key,snapshot_generated_at,institution,slug,repository_code,signal_type,signal_level,first_seen_at,last_seen_at,rounds_since_last_seen,consecutive_unavailable_observations,previous_integrity_status,current_integrity_status,previous_video_links,current_video_links,note
cineam,cineam:2026-06-16T19:57:46Z,2026-06-16T19:57:46Z,CINÉAM,cin-am,FR-CINEAM,ausencia_na_rodada_atual,alto,2026-06-16T19:47:24Z,2026-06-16T19:47:24Z,5,0,integro,,35,0,"A instituição apareceu em observações anteriores, mas não foi encontrada na rodada atual. Isso pode indicar retirada, fusão, reclassificação ou possível extinção do registro."
