institution,slug,country,continent,repository_code,archive_type,iam_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,institut-audiovisuel.mc,ok,200,integro,https://institut-audiovisuel.mc/wp-json/wp/v2/medias,173,139,178,baixa,"Corpus institucional incorporado pelo endpoint público WordPress `medias` do Institut audiovisuel de Monaco. A rodada materializou 173 de 173 registros declarados pelo endpoint, com 139 páginas contendo fonte de vídeo detectada. O recorte online não equivale ao acervo total declarado pela sala de consulta.",,173,173,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Arquivo audiovisual institucional,Outra forma pública de acesso
