institution,slug,country,continent,repository_code,barch_detail_url,archive_type,external_url,website_available,content_available_in_source
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,Federal archive with film archive holdings,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,True,True
