institution,slug,country,continent,repository_code,ert_detail_url,archive_type,external_url,website_available,content_available_in_source
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,https://archive.ert.gr/,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True
