institution,slug,country,continent,repository_code,archive_type,bnt_detail_url,content_available_in_source,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error,raw_video_links_found_total,curatorial_video_links_total,availability_group,availability_reason,audiovisual_visibility,institution_segment,access_modalities_detected,access_regime
Bulgarian National Television,bulgarian-national-television,Bulgaria,Europe,BG-BNT,Public television audiovisual archive,https://bnt.bg/,True,True,https://bnt.bg/arhiv-a-ya-25cat.html,bnt.bg,ok,200,integro,https://bnt.bg/arhiv-a-ya-25cat.html,45,45,110,baixa,"Corpus institucional incorporado pela categoria pública Архив (А-Я) do site BNT.bg. A rodada percorreu 8 páginas de listagem, abriu 96 páginas de detalhe e materializou 45 registros com player público/MP4. O recorte não equivale ao acervo audiovisual interno total da BNT, ao arquivo fílmico declarado, ao arquivo digital, ao YouTube ou a serviços internos de preservação/licenciamento.",,45,45,Disponível,Disponível: íntegro,Evidência pública detectável de audiovisual,Disponíveis com vídeos,Arquivo televisivo público em site institucional,Acesso aberto em site institucional de televisão pública
