dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
ciclic,ciclic:2026-06-16T19:25:18Z,2026-06-16T19:25:18Z,,2026-06-16T19:25:18Z,2026-06-16T19:25:17Z,scripts/run_ciclic_pipeline.py,1,1,1,39,39,1,4,1,1,1
ciclic,ciclic:2026-06-16T19:28:02Z,2026-06-16T19:28:02Z,,2026-06-16T19:28:02Z,2026-06-16T19:28:02Z,scripts/run_ciclic_pipeline.py,1,1,1,39,39,1,4,1,1,1
