institution,slug,country,continent,repository_code,iam_detail_url,archive_type,external_url,website_available,content_available_in_source
Institut audiovisuel de Monaco,institut-audiovisuel-de-monaco,Monaco,Europe,MC-IAM,https://institut-audiovisuel.mc/,Institutional audiovisual archive,https://institut-audiovisuel.mc/,True,True
