institution,slug,country,continent,repository_code,archive_type,ert_detail_url,content_available_in_source,website_available,partner_site,internal_page,status,http_code,video_links_found,embedded_signals,warning,error
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=58&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 58 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=59&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 59 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=60&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 60 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=61&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 61 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=62&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 62 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=63&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 63 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=64&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 64 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=65&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 65 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=66&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 66 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=67&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 67 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=68&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 68 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=69&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 69 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=70&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 70 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=71&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 71 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=72&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 72 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=73&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 73 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=74&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 74 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=75&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 75 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=76&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 76 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=77&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 77 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=78&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 78 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=79&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 79 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=80&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 80 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=81&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 81 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=82&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 82 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=83&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 83 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=84&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 84 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=85&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 85 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=86&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 86 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=87&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 87 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=88&_fields=id%2Clink%2Ctitle%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok_fallback_html,200,96,96,"Página 88 de 383 recuperada por fallback HTML: a API WordPress retornou JSON inválido no campo de conteúdo, então cada URL pública foi aberta e submetida à mesma regra de vídeo.",
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=89&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 89 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=90&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,11,11,Página 90 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=91&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,27,27,Página 91 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=92&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,67,67,Página 92 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=93&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,62,62,Página 93 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=94&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,96,96,Página 94 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=95&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,90,90,Página 95 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=96&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,74,74,Página 96 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=97&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 97 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=98&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 98 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=99&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 99 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=100&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 100 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=101&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 101 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=102&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 102 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=103&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 103 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=104&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 104 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=105&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 105 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=106&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 106 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=107&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 107 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=108&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,95,95,Página 108 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=109&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 109 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=110&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 110 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=111&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 111 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=112&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 112 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=113&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 113 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=114&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 114 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=115&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 115 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=116&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 116 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=117&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,100,100,Página 117 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=118&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,86,86,Página 118 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
ERT - Hellenic Broadcasting Corporation Archive,ert-archive,Greece,Europe,GR-ERT,Public service broadcaster audiovisual archive,https://archive.ert.gr/,True,True,https://archive.ert.gr/,https://archive.ert.gr/wp-json/wp/v2/posts?per_page=100&page=119&_fields=id%2Clink%2Ctitle%2Ccontent%2Cexcerpt%2Cdate%2Ccategories%2Ctags,ok,200,12,12,Página 119 de 383 da API WordPress; entram apenas posts com evidência explícita de vídeo.,
