dataset,observation_key,snapshot_generated_at,source_status_date,raw_outputs_last_modified_at,analytic_outputs_last_modified_at,generated_by,institutions,institutions_with_website,institutions_with_video_links,video_links_total,videos_in_curatorial_catalog,visibility_categories,theme_categories,archive_type_categories,platforms_detected,countries_with_videos
cineam,cineam:2026-06-16T19:47:24Z,2026-06-16T19:47:24Z,,2026-06-16T19:47:24Z,2026-06-16T19:47:24Z,scripts/run_cineam_pipeline.py,1,1,1,35,35,1,4,1,1,1
cineam,cineam:2026-06-16T19:51:05Z,2026-06-16T19:51:05Z,,2026-06-16T19:51:05Z,2026-06-16T19:51:05Z,scripts/run_cineam_pipeline.py,1,1,1,36,36,1,4,1,1,1
cineam,cineam:2026-06-16T19:52:46Z,2026-06-16T19:52:46Z,,2026-06-16T19:52:46Z,2026-06-16T19:52:46Z,scripts/run_cineam_pipeline.py,1,1,1,36,36,1,4,1,1,1
cineam,cineam:2026-06-16T19:54:47Z,2026-06-16T19:54:47Z,,2026-06-16T19:54:47Z,2026-06-16T19:54:46Z,scripts/run_cineam_pipeline.py,1,1,1,36,36,1,2,1,1,1
cineam,cineam:2026-06-16T19:56:11Z,2026-06-16T19:56:11Z,,2026-06-16T19:56:11Z,2026-06-16T19:56:11Z,scripts/run_cineam_pipeline.py,1,1,1,33,33,1,3,1,1,1
cineam,cineam:2026-06-16T19:57:46Z,2026-06-16T19:57:46Z,,2026-06-16T19:57:46Z,2026-06-16T19:57:46Z,scripts/run_cineam_pipeline.py,1,1,1,36,36,1,3,1,1,1
