institution,slug,country,continent,repository_code,aapb_detail_url,archive_type,external_url,website_available,content_available_in_source
American Archive of Public Broadcasting,american-archive-public-broadcasting,United States,North America,US-AAPB,https://americanarchive.org/faq,National audiovisual aggregator,https://americanarchive.org/,True,True
