institution,slug,country,continent,repository_code,euscreen_detail_url,archive_type,external_url,website_available,content_available_in_source
EUscreen,euscreen,Netherlands,Europe,EU-EUSCREEN,https://euscreen.eu/about/,European audiovisual aggregator,https://euscreen.eu/,True,True
