institution,slug,country,continent,repository_code,czech_tv_detail_url,archive_type,external_url,website_available,content_available_in_source
Czech Television,czech-television,Czech Republic,Europe,CZ-CT,https://www.ceskatelevize.cz/ivysilani/,Public service broadcaster digital video archive,https://www.ceskatelevize.cz/,True,True
