institution,slug,country,continent,repository_code,csc_cineteca_detail_url,archive_type,external_url,website_available,content_available_in_source
Fondazione Centro Sperimentale di Cinematografia - Cineteca Nazionale,fondazione-centro-sperimentale-di-cinematografia-cineteca-nazionale,Italy,Europe,IT-CSC-CINETECA,https://www.fondazionecsc.it/cineteca-nazionale/,National film archive with public video catalog,https://www.fondazionecsc.it/video-cineteca/,True,True
