institution,slug,country,continent,repository_code,asim_detail_url,archive_type,external_url,website_available,content_available_in_source
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,https://www.conselldemallorca.es/asim,Institutional film and audiovisual archive,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,True,True
