institution,slug,country,continent,repository_code,archive_type,archipop_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-cerises-st-martin-cowboy-etaples-ostende-bagatelle...-570-4425-1-0.html,"Cerises St Martin, Cowboy, Etaples, Ostende, Bagatelle...",Avion Cerise Cueillette agricole Déguisement Enfant Habitat Jeu d'enfant Poney Promenade,"registro ARCHIPOP 4425 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0480_0489/0483FH0028?feature=oembed | duração: 00:04:48 | formato: Film 8 mm | som: Muet | coleção: Antoine GOTTINIAUX | Dans un verger, des enfants cueillent des cerises dans l'arbre avec l'échelle / En int. des enfants déguisés en cowboys jouent / Décollage avion de la baie d’Étaples / Promenade en famille le long d'un étang avec barrage.",1961 environ
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-moreau-ferrant-un-cheval-forgeron-570-7708-1-0.html,Moreau ferrant un cheval - Forgeron,Cheval Forgeron Maréchal-ferrant,registro ARCHIPOP 7708 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0590-0599/0593FH0015?feature=oembed | duração: 00:04:22 | formato: Film 8 mm | som: Muet | coleção: Nicole MOREAU | Forge de Victor Moreau à Saint-Blimont. Un homme ferre un cheval pendant qu'un autre homme maintient le cheval qui a l'air calme.,1960
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-phare-et-plage-de-gravelines-570-4419-1-0.html,Phare et plage de Gravelines,Bouée Enfant Phare (bâtiment) Plage Tente de plage,"registro ARCHIPOP 4419 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0480_0489/0483FH0022?feature=oembed | duração: 00:02:19 | formato: Film 8 mm | som: Muet | coleção: Antoine GOTTINIAUX | Une journée en famille sur la plage de Gravelines. Tentes de plage, bouées en plastique et maillots de bain sont un festival de couleurs.",1960
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-reste-film-montage-tubes-570-7802-1-0.html,Reste film montage tubes,Atelier Filature,"registro ARCHIPOP 7802 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0660_0669/0663FS0091?feature=oembed | duração: 00:03:53 | formato: Film 16 mm | som: Muet | coleção: AMIS DE LA LAINIÈRE ET DU TEXTILE (LES) | Atelier d'assemblage de tubes par colliers et clavettes. C'est une démonstration du service des méthodes (l'homme travaille en costume). Un homme vêtu d'une chemise blanche et d'une cravate monte un objet constitué de tubes : montage de rayonnage (pour le rangement dans les ateliers de filature). Plans tournés à La Lainière de Roubaix. Au début des années 1960, l'usine ""JDC"" (Jersey diminué du Cambrésis) s'ouvre à Cambrai. C'est une filiale de la filature ""La lainière de Roubaix"". Le service des méthodes de La Lainière de Roubaix, dirigé par M. Boitier, réalise une série de films didactiques représentant leur savoir-faire, dans le but de former le nou...",1960 à 1964
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-separation-et-par-machine-detail-gros-plan-570-7810-1-0.html,Séparation et par machine détail - gros plan,Filature Industrie textile Ouvrier,"registro ARCHIPOP 7810 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0660_0669/0663FS0103?feature=oembed | duração: 00:03:00 | formato: Film 16 mm | som: Muet | coleção: AMIS DE LA LAINIÈRE ET DU TEXTILE (LES) | Séparation des chaussettes sur machine. L'ouvrière insère une chaussette dans la machine (plan large), puis découd, sépare des chaussettes (gros plan). Plans tournés à La Lainière de Roubaix. Au début des années 1960, l'usine ""JDC"" (Jersey diminué du Cambrésis) s'ouvre à Cambrai. C'est une filiale de la filature ""La lainière de Roubaix"". Le service des méthodes de La Lainière de Roubaix, dirigé par M. Boitier, réalise une série de films didactiques représentant leur savoir-faire, dans le but de former le nouveau personnel de Cambrai. JDC est spécialisée dans la maille et la bonneterie. Complément 1 : Focus sur les archives cinématographiques de la Lai...",1960 à 1964
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-athletisme-a-abbeville-570-1900-1-0.html,Athlétisme à Abbeville,Athlétisme Course à pied Sport Stade,registro ARCHIPOP 1900 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0230_0239/0231FS0016?feature=oembed | duração: 00:01:51 | formato: Film 16 mm | som: Muet | coleção: ARCHIVES MUNICIPALES ABBEVILLE | Manifestation sportive d'athlétisme à Abbeville avec remise des prix aux participants. Course de jeunes autour du stade Paul Delique à ses débuts.,1959
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-chien-tortue-570-1449-1-0.html,Chien - Tortue,Animal sauvage Chien,registro ARCHIPOP 1449 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0260_0269/0263FH0013?feature=oembed | duração: 00:02:12 | formato: Film 8 mm | som: Muet | coleção: Jacques ROUSSEL | Ce film nous montre des animaux (chiens et tortue). La famille est dans le jardin familial et les enfants jouent.,1959 environ
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-rieulay-1958-570-4359-1-0.html,Rieulay 1958,Animal de la ferme Architecture Champ cultivé Cheval de trait Église Ferme (bâtiment) Monde rural Procession Récolte Rivière,"registro ARCHIPOP 4359 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0470_0479/0472FS0009?feature=oembed | duração: 00:20:17 | formato: Film 16 mm | som: Muet | coleção: Victor GOBERT | ""Le chasseur d'images"" présente ""Rieulay"" Victor Gobert réalise ici un portrait de la commune de Rieulay, située entre Douai et Valenciennes. Le film se termine sur une procession religieuse. ""Notre-Dame de Bon Secours, Protégez-nous"" ""Notre-Dame-des Orages, Protégez-nous"".",1958
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-activites-a-l-usine-570-1824-1-0.html,Activités à l'usine,Avion Conducteur d'engin Enfant Fanfare Industrie textile Jeu Maçon Ouvrier Travaux du bâtiment Usine (bâtiment),"registro ARCHIPOP 1824 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0300_0309/0309FS0017?feature=oembed | duração: 00:13:23 | formato: Film 16 mm | som: Muet | coleção: Dominique DUPONT | Tout au long du film, Marcel Dupont filme divers évènements de son usine : une fanfare, le fonctionnement des machines, la construction d'un nouvel entrepôt, la réparation du toit de l'usine, le stockage de la laine dans l'entrepôt, la pose du bitume dans la cour de l'usine, une vue aérienne de l'usine. LES ETABLISSEMENTS ALFRED DUPONT Usine de peignage de laines Lavage – Cardage – Peignage L’usine est construite en 1873, sur un terrain situé en rase campagne. La famille Dupont achète l’usine en 1905. Au 20ème siècle, la ville s’est étendue et entoure désormais l’usine ayant pour adresse le 43 rue de la Blanche Porte à Tourcoing, Spécialisés dans toutes les opérations qui p...",1958 à 1964
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-crotoy-le-peche-a-pied-570-2105-1-0.html,Crotoy (Le) - Pêche à pied,Baignade Enfant Jeu Pêche à pied Pêche au filet Pêcheur Plage Train Vacances,"registro ARCHIPOP 2105 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0110_0119/0113FH0011?feature=oembed | duração: 00:11:58 | formato: Film 8 mm | som: Muet | coleção: Jean et Françoise DEVISMES | De 1953 à 1967, André Félix a filmé ses vacances en famille au Crotoy. Il filme son quotidien auprès de son ami d’enfance Pierre Devismes, pêcheur sur le Daniel Charlot. Pierre Devismes transmet sa passion à son fils, Jean, filmé ici sur la plage et pêchant la crevette.",1955 à 1960
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-hiver-port-le-grand-neige-570-3638-1-0.html,"Hiver Port-Le-Grand, neige",Enfant Forêt Neige,"registro ARCHIPOP 3638 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0140_0149/0147FN0006?feature=oembed | duração: 00:03:26 | formato: Film 9,5 mm | som: Muet | coleção: Patrick BON | En famille, dans un jardin privé enneigé, puis promenade en forêt dans la neige.",1954
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-meeting-aerien-a-glisy-avec-marcel-doret-aviateur-570-3450-1-0.html,"Meeting aérien à Glisy avec Marcel Doret, aviateur",Aéroport Caméra Caravane Cinéaste amateur Citroën 2CV Livre Meeting Parachutisme Pique-nique Planeur Repas Soldat,"registro ARCHIPOP 3450 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0350_0359/0354FS0003?feature=oembed | duração: 00:07:24 | formato: Film 16 mm | som: Muet | coleção: Jean-Pierre MARILLIER | Ce meeting aérien se déroule durant 2 à 3 jours à l'aérodrome de Glisy. Les spectateurs se sont installés pour un repas en plein air près de leur caravane. L'aviateur et pilote d’essai Marcel Doret y dédicace son livre ""Trait d'union avec le ciel"". Edmond Decle, industriel amiénois (Société Rouca), filme son ami Pierre Marillier filmant le même événement.",1954 à 1955
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-gymkhana-somain-1953-570-5160-1-0.html,Gymkhana Somain 1953,Automobile Buvette Fête populaire Gymkhana Motocyclette,"registro ARCHIPOP 5160 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0470_0479/0472FH0003?feature=oembed | duração: 00:06:33 | formato: Film 8 mm | som: Muet | coleção: Victor GOBERT | Le chasseur d'images V. Gobert présente : Grande manifestation sportive, le dimanche 28 juin 1953 à Somain : Gymkhana autos motos vélomoteurs avec course des dames.",1953
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-moto-cross-le-26-avril-1953-a-belleu-570-164-1-0.html,Moto-cross le 26 avril 1953 à Belleu,Course de vitesse Moto-cross,"registro ARCHIPOP 164 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0180_0189/0183FH0005?feature=oembed | duração: 00:13:56 | formato: Film 8 mm | som: Muet | coleção: René VERQUIN | Sur le terrain vague de Beauregard à Belleu (près de Soissons) a lieu une course de moto-cross. Le filmeur est lui-même amateur de ce sport, faisant parti du moto-club de Soissons. Il nous présente la journée, filme les motards sur les pistes, les spectateurs nombreux et la remise du Prix.",1953
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-pompon-rouge-et-harengs-saurs-pecheries-delpierre-570-1466-1-0.html,"""Pompon Rouge et Harengs saurs"" Pêcheries Delpierre",Bateau Camion Conserverie Hareng Ouvrier Poisson Port Train Usine (bâtiment),"registro ARCHIPOP 1466 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0280_0289/0289FS0006?feature=oembed | duração: 00:09:44 | formato: Film 16 mm | som: Sonore | coleção: Catherine KONFORTI | Fonctionnement de la Pêcherie Delpierre (conserverie de harengs, sardines etc). Du début à la fin de la chaîne de production, ce film nous expose les processus d'élaboration des conserves qui sont par la suite commercialisés en France et à l'étranger. Pierre Louf, originaire de Loos (59), fut négociant textile dans le département du Nord et à l’international. De par son métier il fréquente le milieu industriel et maritime et le filme à la manière d’un grand documentariste.",1952
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-debut-1952-demenagement-570-12349-1-0.html,"Début 1952, déménagement",Déménagement (transport de marchandises) Paysage Route,"registro ARCHIPOP 12349 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0860_0869/0867FH0006?feature=oembed | duração: 00:02:43 | formato: Film 8 mm | som: Muet | coleção: Didier DUTFOY | Visionnage : camion de déménagement (immatriculé en 02) stationné dans la rue devant une maison, portes ouverte, chargement d'objets, sur le côté du camion est indiqué ""Déménagements Vinchon & Lucas, 38 bis rue de la Grange - St Quentin - Aisne - tel : 42-04"", des hommes chargents des matelas enroulés et autres objets, vélos sur le toit du camion / déchargement des objets, façade de la maison située au N°2 / route avec panneaux directionnels indiquant ""Harly 3,3, St Quentin 3,9"", route avec paysages, champs / panneau d'entrée de ville indiquant ""St Quentin"", quelques vues de la ville.",1952
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-un-documentaire-sur-la-peche-du-hareng-570-1477-1-0.html,Un documentaire sur la pêche du hareng,Bateau Équipage maritime Marin (militaire) Matelot Pêche Pêcheur Poisson,"registro ARCHIPOP 1477 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0280_0289/0289FS0013?feature=oembed | duração: 00:25:58 | formato: Film 16 mm | som: Sonore | coleção: Catherine KONFORTI | Pierre Louf accompagne les marins en pleine mer, sur les chalutiers ""Richelieu"" et ""Taldir"". Nous assistons à toutes les étapes de cette pêche industrielle.",1952 environ
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-louveteaux-scoutisme-570-3530-1-0.html,Louveteaux scoutisme,Automobile Bicyclette Jeu Scoutisme,"registro ARCHIPOP 3530 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0470_0479/0471FN0006?feature=oembed | duração: 00:03:52 | formato: Film 9,5 mm | som: Muet | coleção: Anne-Florence GARNIER | Notre cinéaste, Pierre Garnier, était conseiller municipal à Beauvais, adjoint au maire et fondateur des Scouts de France à Beauvais (1927). Le film débute par des vues du camp des Louveteaux, installé probablement dans la campagne entre Beauvais et Mers-les-Bains, lors de la venue des familles. La cheftaine Lucienne Ferret dirige la visite du camp. Le louvetisme, première branche du scoutisme (enfants de 8 à 11 ans), s’inspire de la famille heureuse autour d’Akéla, de Baloo et de Baghera dans Le Livre de la Jungle de Rudyard Kipling : les enfants effectuent “en meute” un ensemble d’activités visant à leur épanouissement. La séquence se poursuivrait aux abords de l’ég...",1951
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-mariage-8-juillet-1950-570-2557-1-0.html,Mariage - 8 juillet 1950,Mariage religieux,"registro ARCHIPOP 2557 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0360_0369/0363FN0001?feature=oembed | duração: 00:08:41 | formato: Film 9,5 mm | som: Muet | coleção: Gérard DUQUESNE | Nous assistons à la journée du mariage de M. et Mme Dumoulin à Glageons (59), en débutant par la cérémonie religieuse.",1950
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-1er-film-en-16mm-570-1045-1-0.html,1er film en 16mm,Automobile Circuit automobile Cuisine Enfant Instrument de musique Jeu Piano Picardie Plage Télévision (activité),"registro ARCHIPOP 1045 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0090_0099/0095FS0033?feature=oembed | duração: 00:10:07 | formato: Film 16 mm | som: Muet | coleção: Guy GROGNET | Les enfants jouent au circuit de voitures, jouent du piano et du saxophone, puis font de la cuisine. La famille se promène sur la plage de Saint-Valery-sur-Somme par grand vent. Diverses images de la télévision, dont les premiers pas d'Armstrong sur la Lune.",1950 à 1970
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-depart-des-enfants-pour-la-colonie-570-3690-1-0.html,Départ des enfants pour la colonie,Enfant Gare ferroviaire Train,"registro ARCHIPOP 3690 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0210_0219/0211FS0069?feature=oembed | duração: 00:00:57 | formato: Film 16 mm | som: Muet | coleção: VILLE DE FÈRE-EN-TARDENOIS | Groupes d'enfants (garçons et filles) avec pour certains des chapeaux en papier marchant vers le quai de la gare de Fère-en-Tardenois. Arrivée du train, le groupe d'enfants monte dans un des wagons.",1950 environ
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-mariage-a-clermont-570-459-1-0.html,Mariage à Clermont,Mariage religieux,"registro ARCHIPOP 459 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0210_0219/0213FH0059?feature=oembed | duração: 00:02:52 | formato: Film 8 mm | som: Muet | coleção: Patrick MAILLARD | Mariage à Clermont. Les mariés et les invités quittent une verrière, traversent le bourg pour rejoindre l'église. Sortie de l'église. Le cortège traverse à nouveau le bourg. Portrait de la mariée et les demoiselles d'honneur dans un jardin privé.",1950 environ
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-inauguration-du-monument-des-deportes-de-villers-20-octobre-1946-570-483-1-0.html,Inauguration du monument des Déportés de Villers (20 octobre 1946),1939-1945 Seconde Guerre mondiale Commémoration Monument commémoratif,"registro ARCHIPOP 483 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0210_0219/0211FS0004?feature=oembed | duração: 00:03:07 | formato: Film 16 mm | som: Muet | coleção: VILLE DE FÈRE-EN-TARDENOIS | La municipalité de Villers se rend au Monument des Déportés. Devant le Monument, les déportés survivants vont déposer une gerbe à la mémoire de leurs camarades morts en captivité.",1946
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-evenements-familiaux-8-notre-dame-du-grand-retour-570-17-1-0.html,Evènements familiaux - 8 - Notre Dame du Grand Retour,Liturgie chrétienne Notre-Dame du Grand Retour,registro ARCHIPOP 17 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0001_0009/0001FH0008?feature=oembed | duração: 00:08:13 | formato: Film 8 mm | som: Muet | coleção: Denis DUBOIS | Un film consacrée à Notre Dame du Grand Retour. La procession a lieu à Méru. 5'58 : Côte d'Albâtre. Vue de Mers les bains et des rues décorées.,1945
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-evenements-familiaux-1-moisson-lieuse-chevaux-de-trait-moutons-570-10-1-0.html,"Evènements familiaux - 1 - Moisson (lieuse), Chevaux de trait - Moutons",Champ cultivé Cheval Matériel agricole Moisson Mouton,"registro ARCHIPOP 10 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0001_0009/0001FH0001?feature=oembed | duração: 00:07:13 | formato: Film 8 mm | som: Muet | coleção: Denis DUBOIS | Plaines nommées « Buttes du Rhône » donnant sur Ivry-le-Temple (60). Moisson à la lieuse tractée par 3 chevaux. Cette lieuse servait à faire les nœuds des bottes. 24 chevaux de trait arrivent dans la cour de la ferme de St Crépin Ibouvillers, et viennent boire à l'abreuvoir. Les moutons entre dans la cour (juste pour le film). Portrait de la famille dans la cour de la ferme.",1945 à 1946
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-funerailles-de-l-adjudant-derly-570-1697-1-0.html,Funérailles de l'adjudant Derly,Fanfare militaire Funérailles Gendarme (militaire) Soldat,"registro ARCHIPOP 1697 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0330_0339/0332FH0006?feature=oembed | duração: 00:03:51 | formato: Film 8 mm | som: Muet | coleção: ECOMUSÉE DE L'AVESNOIS | Le 2 septembre 1944, quelques instants avant l’arrivée des troupes libératrices, le Maréchal-des-Logis Chef de gendarmerie, Augustin Derly, trouve une mort glorieuse, en se portant courageusement à l’attaque d’une arrière-garde allemande. Le 5 septembre, le corps est exposé à la gendarmerie de Fourmies avant d’être inhumé au cimetière du Centre.",1944 au plus tard
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-ceremonie-militaire-procession-tribunal-570-4008-1-0.html,"Cérémonie militaire, Procession, Tribunal",Cérémonie Foire-exposition Gendarme Juge Mairie Procession Soldat Tribunal,"registro ARCHIPOP 4008 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0460_0469/0463FN0009?feature=oembed | duração: 00:03:47 | formato: Film 9,5 mm | som: Muet | coleção: Roger DAMOUR | 0'00 : Cérémonie militaire sur place de l’hôtel de ville de Montreuil. Remise de décoration aux militaires. Discours et remise de récompenses. 1'31 : Foire-Exposition. 2'15 : Procession religieuse à Montreuil. 2'46 : ""Dernière heure. L'affaire J. Mollison au tribunal de Montreuil-sur-Mer."" Procès à l'intérieur du tribunal. 3'28 : cérémonie militaire en extérieur, place du village. A propos du procès de Jim Mollison : Jim Mollison a commis son forfait le samedi 4 juin 1938 (veille de la Pentecôte). Il est jugé un an plus tard, en mars 1939, au tribunal de Montreuil. Il est condamné à cinq jours de prison et 500 francs d'amende pour ses dangereuses « fantaisies » aériennes livré...",1939
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-excursion-guilleminot-et-bal-de-l-amicale-570-158-1-0.html,Excursion Guilleminot et Bal de l'Amicale,Bal populaire Cathédrale Danse (loisir) Ouvrier Photographie (art) Plage Rivière Transport (moyen) Usine (bâtiment) Viaduc,"registro ARCHIPOP 158 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0200_0209/0200FS0004?feature=oembed | duração: 00:09:26 | formato: Film 16 mm | som: Muet | coleção: Jean-Paul BERTRAND | L'Entreprise Guilleminot organise des sorties groupées et des fêtes via le comité de l'Amicale Guilleminot pour permettre aux ouvriers de l'usine de s'offrir des temps de repos. A propos de la sortie à Fort-Mahon : ""En 1938, l’entreprise Guilleminot de Chantilly, qui fabrique des plaques photographiques en verre, affrète un autocar pour emmener ses employés sur la côte picarde, à Fort-Mahon-Plage. Au départ de Chantilly, les employés sont filmés sur le vieux pont qui enjambe la Nonnette. Première halte à Amiens pour visiter la cathédrale ; on reconnaît la maison de Robert de Guyencourt, place Notre-Dame (curieusement à l’envers). L’excursion se poursuit à Abbeville ou l’on...",1938 environ
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-flirt-570-3852-1-0.html,Flirt,Amoureux Automobile Baiser Forêt Thé Toile de tente,"registro ARCHIPOP 3852 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0520_0529/0522FS0002?feature=oembed | duração: 00:08:41 | formato: Film 16 mm | som: Muet | coleção: BERNARD-SOHIER | Une jeune femme, Micheline, oublie ses gants à la terrasse d'un café. Un homme, Jacques, lui les rapporte. Ils font connaissance et entre chez la jeune femme où le trouve son frère Roger. Les deux hommes se connaissent du collège. Jacques les invite à une partie de camping ""comme au collège"". Le jour de la sortie, Roger ne peut pas venir. Micheline et Jacques décident de partir tous les deux quand même. La voiture quitte la ville et arrive en forêt. Les deux jeunes gens montent la toile de tente. Chacun part récupérer du petit bois mort. Micheline se fait mordre par un serpent, une vipère. Jacques ne la voyant plus, l'interpelle, la cherche et la retrouve endormie. Elle se ré...",1937 à 1938
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-vent-le-570-4209-1-0.html,Vent (Le),Arbre Champ cultivé Coucher de soleil Moulin à vent Ouvrier agricole Paysage naturel Pique-nique Vent Voilier,"registro ARCHIPOP 4209 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0460_0469/0464FH0005?feature=oembed | duração: 00:10:15 | formato: Film 8 mm | som: Muet | coleção: Gérard CAVENEL | Poème visuel listant les différents types de vent. L'invisible Le Vent Calme plat Moulin de la Bréarde à Hondeghem (près d’Hazebrouck) (renversé par l’ouragan du 13 au 14 novembre 1940). Culture du lin : Un ouvrier agricole retourne le lin à la fourche étalé dans un champ, Pique nique en famille au bord d'un champ. Moulin Blaevoet à Cassel (renversé par la tempête du 11 octobre 1935). Petite brise. En mer, en baie de Somme, un bateau de plaisance à moteur dépasse un petit voilier. Plans de la nature : les fleurs frémissent, les branches ondulent, les bosquets s'agitent légèrement puis de plus en plus. Le ciel devient plus nuageux, épais et sombre à l'horizon. Belle brise. Les...",1935 avant
ARCHIPOP,archipop,France,Europe,FR-ARCHIPOP,Institutional audiovisual archive,https://archipop.org/,True,True,https://lesfilms.archipop.org/,Archipop,https://lesfilms.archipop.org/les-films-hopital-bouville-visite-et-sortie-570-1178-1-0.html,"Hôpital Bouville, visite et sortie",Hôpital Malade Musique (art) Pathologie,"registro ARCHIPOP 1178 | player incorporado: https://diazarchipop.oembed.diazinteregio.org/embed/0240_0249/0243FN0001?feature=oembed | duração: 00:02:56 | formato: Film 9,5 mm | som: Muet | coleção: Francis QUETTIER | Au cours des années 30, l’Hôpital Bouville comprend 240 lits. Les malades couchés sont sortis chaque jour et presque par tous les temps sur les terrasses d’expositions ; les lits mobiles sont munis de roues de grand diamètre, appelés ""gouttières"". Chaque patient se voit attribuer une gouttière pour toute la durée de son hospitalisation. En ce jour de fête, les filles sont invitées. Elles assistent au concert donné par le pianiste devant l’hôpital tandis que les garçons sont en terrasse. Les filles repartent ensuite vers leur établissement d’origine.",1930 à 1940
